TAZ,HHLESSGQ,HHCHILDNO,HHCHILDYES,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHGQYES,HHGQNO,HHBASE
1017,930,601,329,49,82,69,92,92,546,5,2531,935
1018,168,97,71,12,15,17,18,24,82,0,527,168
1019,1301,754,547,92,118,130,137,183,641,0,3712,1301
1020,3351,2214,1137,367,412,317,387,801,1067,10,8805,3361
1021,3197,2359,838,268,424,397,313,569,1226,4,7106,3201
1022,367,287,80,45,72,75,55,54,66,0,905,367
1023,2558,1951,607,245,322,278,291,352,1070,0,6086,2558
1024,777,456,321,39,82,98,137,106,315,26,3064,803
1025,1403,889,514,156,234,185,132,221,475,6,3999,1409
1026,788,510,278,57,86,102,74,149,320,1,2463,789
1027,2575,1802,773,215,288,289,278,721,784,0,6566,2575
1028,2545,1725,820,197,346,444,270,558,730,6,6910,2551
1029,1438,822,616,156,274,240,258,165,345,0,4290,1438
1030,1089,713,376,89,113,128,142,182,435,20,2698,1109
1031,1942,1254,688,148,207,218,269,415,685,0,5096,1942
1032,3047,1877,1170,317,447,431,415,471,966,34,8396,3081
1033,2474,1358,1116,226,259,157,178,220,1434,13,7010,2487
1034,1069,650,419,45,62,123,94,128,617,12,3049,1081
1035,1982,1130,852,144,175,208,242,422,791,5,5667,1987
1036,824,572,252,47,63,80,93,132,409,0,1726,824
1037,612,450,162,58,69,59,64,105,257,0,1364,612
1038,1707,1055,652,158,307,223,250,304,465,0,5312,1707
1039,2,0,2,0,1,1,1,0,-1,0,13,2
1040,854,589,265,147,195,147,71,120,174,0,1985,854
1041,1780,1454,326,349,243,329,219,314,326,9,3564,1789
1042,456,334,122,29,55,61,57,98,156,0,1085,456
1043,0,0,0,0,0,0,0,0,0,0,0,0
1044,100,79,21,6,5,5,7,22,55,0,215,100
1045,0,0,0,0,0,0,0,0,0,0,0,0
1046,4190,3306,884,270,210,217,299,911,2283,22,8833,4212
1047,620,443,177,65,62,66,56,146,225,0,2277,620
1048,192,122,70,13,22,19,16,37,85,3,584,195
1049,665,410,255,52,79,69,96,160,209,9,2549,674
1050,0,0,0,0,0,0,0,0,0,0,0,0
1051,647,452,195,40,40,4,17,87,459,0,1549,647
1052,69,52,17,3,3,6,6,16,35,0,141,69
1053,8,6,2,0,1,0,2,1,4,0,18,8
1054,0,0,0,0,0,0,0,0,0,0,0,0
1055,573,443,130,74,106,100,94,129,70,0,1407,573
1056,190,22,168,14,23,44,30,40,39,0,735,190
1057,2747,2134,613,309,461,337,382,613,645,0,7170,2747
1058,962,456,506,67,117,153,113,226,286,285,3792,1247
1059,269,165,104,36,46,32,19,55,81,0,920,269
1060,2094,1352,742,331,396,298,218,487,364,0,5991,2094
1061,596,419,177,74,83,71,56,137,175,0,1527,596
1062,1109,698,411,112,136,140,127,259,335,14,3083,1123
1063,1548,1064,484,107,201,243,166,379,452,23,4272,1571
1064,1472,981,491,134,193,214,204,263,464,0,3177,1472
1065,1161,774,387,106,152,168,161,207,367,0,3502,1161
1066,204,204,0,0,204,0,0,0,0,0,276,204
1067,29,21,8,3,3,3,3,7,10,0,67,29
1068,3870,2768,1102,408,390,414,349,911,1398,0,7329,3870
1069,490,309,181,10,13,34,43,145,245,0,1167,490
1070,1293,925,368,136,130,138,116,304,469,0,5293,1293
1071,456,295,161,36,44,48,37,89,202,0,1486,456
1072,467,302,165,37,45,50,37,91,207,0,1033,467
1073,118,87,31,7,13,16,17,26,39,0,177,118
1074,466,328,138,58,65,55,44,107,137,4,1235,470
1075,707,497,210,87,99,84,66,163,208,8,2054,715
1076,328,231,97,41,46,39,31,76,95,0,987,328
1077,2044,1363,681,681,0,0,0,681,682,0,5190,2044
1078,233,181,52,11,14,19,21,52,116,0,445,233
1079,294,190,104,21,32,38,28,55,120,0,981,294
1080,592,387,205,49,61,69,77,99,237,2,1707,594
1081,1245,781,464,41,100,149,155,248,552,0,3125,1245
1082,471,288,183,62,81,56,33,97,142,0,1557,471
1083,247,151,96,33,42,29,17,51,75,0,741,247
1084,694,396,298,51,61,73,85,148,276,0,1682,694
1085,542,310,232,59,103,91,97,62,130,36,1768,578
1086,570,326,244,62,109,95,102,65,137,0,1926,570
1087,741,530,211,66,82,59,80,175,279,0,1719,741
1088,913,671,242,86,102,88,95,156,386,0,2377,913
1089,502,369,133,47,56,48,52,86,213,0,1253,502
1090,695,498,197,61,77,55,75,165,262,12,2046,707
1091,638,469,169,60,72,62,66,109,269,0,1680,638
1092,297,210,87,28,39,26,33,59,112,0,766,297
1093,401,66,335,83,80,40,40,11,147,0,1820,401
1094,824,533,291,66,80,88,66,160,364,0,2238,824
1095,4064,2554,1510,206,227,245,273,954,2159,12,10423,4076
1096,508,374,134,48,57,49,53,87,214,0,1074,508
1097,655,463,192,62,86,57,72,130,248,4,1806,659
1098,1068,754,314,101,140,92,117,213,405,0,2172,1068
1099,563,322,241,41,65,60,58,96,243,107,1732,670
1100,512,293,219,38,59,55,53,87,220,0,1460,512
1101,276,158,118,20,32,30,28,47,119,0,699,276
1102,480,333,147,27,37,47,54,77,238,0,1256,480
1103,322,215,107,29,42,47,45,57,102,0,944,322
1104,524,363,161,30,40,51,59,84,260,0,1588,524
1105,1058,730,328,182,242,183,88,148,215,9,2767,1067
1106,491,360,131,32,59,66,62,106,166,0,1249,491
1107,175,128,47,11,21,23,22,38,60,0,337,175
1108,32,21,11,4,4,3,4,8,9,0,75,32
1109,859,498,361,61,78,86,90,121,423,7,2348,866
1110,626,397,229,57,89,126,78,130,146,8,2207,634
1111,763,545,218,52,78,98,110,167,258,87,1623,850
1112,4,3,1,1,2,0,0,0,1,0,9,4
1113,1376,878,498,94,156,136,112,266,612,0,4844,1376
1114,550,337,213,73,94,65,39,113,166,6,1779,556
1115,423,282,141,39,55,61,59,76,133,0,1159,423
1116,0,0,0,0,0,0,0,0,0,0,0,0
1117,226,166,60,14,26,31,32,49,74,7,384,233
1118,131,96,35,8,15,18,19,28,43,0,370,131
1119,2376,1315,1061,153,234,219,281,472,1017,10,6491,2386
1120,1064,520,544,43,66,65,69,102,719,0,3302,1064
1121,1122,652,470,71,82,58,52,149,710,0,3278,1122
1122,1415,822,593,86,147,85,106,203,788,6,4470,1421
1123,2271,1081,1190,125,197,199,205,202,1343,8,6805,2279
1124,341,260,81,30,48,67,57,57,82,0,722,341
1125,2321,1529,792,138,177,354,363,380,909,0,6612,2321
1126,2559,1554,1005,370,530,575,479,283,322,11,6995,2570
1127,2255,1544,711,296,418,347,312,275,607,47,5811,2302
1128,1951,1456,495,164,245,221,248,426,647,4,4353,1955
1129,2559,1861,698,345,470,302,327,569,546,0,6232,2559
1130,1363,763,600,107,138,108,127,227,656,0,4016,1363
1131,2531,1435,1096,197,253,249,274,457,1101,14,7305,2545
1132,1356,752,604,87,112,102,143,270,642,0,4083,1356
1133,1931,1013,918,180,236,212,240,298,765,14,6220,1945
1134,2132,1232,900,112,212,231,268,405,904,8,5821,2140
1135,1941,1136,805,103,209,189,198,480,762,17,5651,1958
1136,1287,690,597,73,136,86,96,250,646,0,3608,1287
1137,2628,1525,1103,114,198,228,336,457,1295,0,7850,2628
1138,2965,2114,851,210,256,224,289,425,1561,85,6802,3050
1139,994,601,393,52,70,75,74,85,638,88,2836,1082
1140,1268,717,551,69,96,124,123,182,674,0,3280,1268
1141,926,577,349,66,70,55,58,61,616,0,2521,926
1142,2365,1636,729,200,218,159,214,269,1305,10,6351,2375
1143,1070,654,416,62,93,57,84,157,617,0,3155,1070
1144,1476,916,560,124,185,130,146,146,745,24,4118,1500
1145,1961,1175,786,50,93,98,117,149,1454,0,5629,1961
1146,1150,722,428,75,82,64,91,155,683,0,3148,1150
1147,2031,1300,731,112,168,139,189,256,1167,0,6043,2031
1148,2776,1566,1210,189,229,204,238,381,1535,16,8164,2792
1149,1923,870,1053,135,220,94,144,322,1008,0,6052,1923
1150,1768,947,821,98,122,124,145,262,1017,0,5308,1768
1151,1593,928,665,76,91,96,172,248,910,0,4950,1593
1152,2095,1091,1004,234,291,106,182,346,936,0,6294,2095
1153,2965,1889,1076,305,350,247,336,442,1285,14,7831,2979
1154,2954,1600,1354,198,366,286,334,645,1125,35,9328,2989
1155,1158,663,495,58,97,75,131,221,576,2,3076,1160
1156,3035,2400,635,316,453,391,266,503,1106,8,6820,3043
1157,1768,1256,512,135,199,223,207,468,536,22,4588,1790
1158,1590,1087,503,99,139,144,157,378,673,0,4038,1590
1159,2485,1612,873,198,266,215,300,466,1040,4,6957,2489
1160,2317,1307,1010,267,375,248,317,491,619,0,6536,2317
1161,2056,1398,658,161,295,316,316,491,477,0,5036,2056
1162,1041,789,252,117,176,151,124,134,339,23,2146,1064
1163,2420,1340,1080,437,667,296,376,291,353,0,7411,2420
1164,1592,984,608,192,278,166,160,227,569,0,4408,1592
1165,1595,994,601,156,223,263,219,205,529,11,4261,1606
1166,1590,980,610,166,246,187,207,206,578,0,4489,1590
1167,1347,761,586,119,165,104,159,265,535,13,3890,1360
1168,2327,1304,1023,143,267,293,259,322,1043,32,7140,2359
1169,1237,776,461,111,157,168,191,138,472,1,2747,1238
1170,1836,1274,562,112,185,178,173,201,987,0,4613,1836
1171,1915,1045,870,79,109,121,166,243,1197,6,5740,1921
1172,2079,1247,832,123,179,131,181,323,1142,1,5910,2080
1173,1591,1024,567,75,124,133,163,331,765,20,4465,1611
1174,1951,1429,522,165,263,341,254,306,622,17,4894,1968
1175,3034,2068,966,188,324,404,342,517,1259,31,7410,3065
1176,364,234,130,25,36,52,51,70,130,10,960,374
1177,1717,1249,468,132,218,234,188,308,637,31,4407,1748
1178,1598,931,667,147,215,155,154,281,646,41,4800,1639
1179,2073,1244,829,205,279,255,243,271,820,11,5809,2084
1180,1447,842,605,101,181,174,146,356,489,0,4467,1447
1181,0,0,0,0,0,0,0,0,0,0,0,0
1182,902,514,388,61,97,128,184,194,238,35,3651,937
1183,821,241,580,65,97,123,114,127,295,9,4411,830
1184,1162,754,408,80,180,179,214,184,325,47,4624,1209
1185,604,346,258,29,75,76,113,114,197,39,2801,643
1186,781,370,411,136,291,118,78,80,78,92,2426,873
1187,1902,1025,877,197,198,365,253,339,550,70,6000,1972
1188,219,112,107,43,22,22,22,31,79,73,673,292
1189,749,491,258,177,160,126,97,88,101,22,2366,771
1190,2638,1567,1071,502,531,564,345,283,413,81,7383,2719
1191,1455,1097,358,161,206,236,162,266,424,0,3095,1455
1192,1185,907,278,119,154,101,84,163,564,7,2780,1192
1193,2244,1408,836,232,339,256,238,392,787,32,6036,2276
1194,657,471,186,148,228,52,57,58,114,43,2116,700
1195,2857,1655,1202,377,510,349,263,387,971,29,7719,2886
1196,617,265,352,57,116,106,101,114,123,18,2686,635
1197,2625,1439,1186,418,933,461,365,339,109,111,9483,2736
1198,1071,860,211,147,116,177,159,166,306,3,1862,1074
1199,1935,1382,553,218,180,362,243,333,599,47,4988,1982
1200,3097,2129,968,634,690,471,337,452,513,0,7144,3097
1201,2655,1902,753,233,379,413,327,389,914,12,6397,2667
1202,599,423,176,42,58,78,68,116,237,2,1542,601
1203,2031,1264,767,167,203,121,167,301,1072,19,5505,2050
1204,2994,2454,540,250,360,491,392,527,974,24,6405,3018
1205,1056,762,294,121,116,86,84,205,444,0,2769,1056
1206,614,210,404,107,131,118,61,80,117,6,2540,620
1207,2078,1388,690,450,347,364,250,301,366,9,5549,2087
1208,2739,1738,1001,170,241,347,284,400,1297,38,7556,2777
1209,1938,1275,663,135,185,232,202,306,878,10,5300,1948
1210,1613,1128,485,153,197,125,127,190,821,24,3971,1637
1211,2466,1375,1091,371,630,480,362,415,208,0,8794,2466
1212,1146,275,871,179,416,287,131,118,15,0,5245,1146
1213,1112,493,619,60,162,189,210,216,275,69,5470,1181
1214,811,351,460,182,189,106,103,90,141,154,2174,965
1215,548,387,161,38,53,72,62,106,217,12,1416,560
1216,778,458,320,201,250,129,66,70,62,64,1438,842
1217,1213,715,498,314,390,201,103,110,95,464,4023,1677
1218,260,52,208,59,72,43,19,32,35,0,770,260
1219,857,602,255,127,158,132,111,129,200,0,2391,857
1220,1404,987,417,209,258,216,182,212,327,0,2984,1404
1221,241,82,159,63,70,32,36,20,20,3572,746,3813
1222,45,33,12,5,12,9,9,5,5,63,90,108
1223,1871,1436,435,159,241,208,223,411,629,0,4286,1871
1224,188,157,31,37,23,21,20,25,62,19,754,207
1225,455,298,157,60,43,50,53,79,170,0,1641,455
1226,458,300,158,60,43,50,53,80,172,84,1600,542
1227,479,399,80,95,58,53,51,64,158,3,804,482
1228,760,491,269,151,118,108,94,110,179,19,1886,779
1229,2144,1263,881,554,689,355,183,194,169,1,5689,2145
1230,742,359,383,119,203,147,100,120,53,0,2684,742
1231,1656,914,742,312,328,356,235,209,216,29,5470,1685
1232,523,282,241,54,54,100,69,93,153,0,1886,523
1233,536,387,149,61,59,44,43,104,225,0,1317,536
1234,1305,473,832,272,328,235,129,167,174,0,4925,1305
1235,387,78,309,88,107,63,28,48,53,254,1503,641
1236,775,619,156,83,91,113,115,176,197,54,1829,829
1237,331,112,219,86,97,44,49,28,27,0,910,331
1238,379,248,131,89,81,64,49,45,51,26,917,405
1239,1209,782,427,241,188,172,149,175,284,1,3831,1210
1240,462,219,243,98,105,108,63,49,39,47,1637,509
1241,234,138,96,60,75,39,20,21,19,333,655,567
1242,418,260,158,34,42,25,34,62,221,0,1128,418
1243,1136,373,763,131,143,149,150,218,345,1618,2994,2754
1244,495,350,145,34,48,65,56,96,196,0,1230,495
1245,418,295,123,29,41,55,47,81,165,0,1102,418
1246,409,289,120,28,40,53,46,79,163,0,984,409
1247,490,161,329,56,62,64,65,94,149,2,1188,492
1248,296,209,87,21,29,39,34,57,116,0,780,296
1249,520,224,296,48,98,89,85,96,104,8,2378,528
1250,675,542,133,92,73,112,100,105,193,0,1929,675
1251,432,283,149,57,40,47,50,75,163,0,1153,432
1252,229,117,112,45,23,23,23,32,83,477,687,706
1253,447,292,155,59,42,49,52,78,167,0,1226,447
1254,431,86,345,98,119,71,32,53,58,25,1793,456
1255,318,154,164,65,103,38,55,24,33,0,1637,318
1256,1626,770,856,283,607,245,163,167,161,43,6399,1669
1257,258,93,165,32,56,47,47,50,26,7,1121,265
1258,419,150,269,52,92,77,76,80,42,0,1750,419
1259,1231,929,302,192,117,175,137,157,453,54,2343,1285
1260,226,45,181,51,63,37,17,28,30,0,965,226
1261,565,370,195,133,120,95,73,67,77,126,1682,691
1262,524,343,181,124,112,88,68,62,70,104,1638,628
1263,134,88,46,32,29,23,17,16,17,0,487,134
1264,591,202,389,103,126,113,58,77,114,45,2303,636
1265,719,340,379,153,163,168,98,77,60,0,2500,719
1266,356,168,188,76,81,83,49,38,29,0,1252,356
1267,816,439,377,87,159,173,136,167,94,16,3889,832
1268,402,144,258,50,88,74,73,77,40,0,1842,402
1269,960,517,443,103,187,204,160,197,109,0,3270,960
1270,439,317,122,50,48,36,35,85,185,0,1208,439
1271,633,478,155,99,60,90,71,81,232,11,1474,644
1272,563,381,182,84,97,111,64,53,154,52,1303,615
1273,471,241,230,92,47,48,47,66,171,332,1507,803
1274,533,302,231,76,96,84,69,109,99,0,1817,533
1275,266,136,130,52,27,27,26,37,97,26,798,292
1276,274,155,119,39,49,43,36,56,51,0,780,274
1277,185,105,80,26,33,29,24,38,35,9,662,194
1278,680,440,240,135,106,97,84,98,160,293,1573,973
1279,318,180,138,45,57,50,41,65,60,4,1112,322
1280,405,192,213,86,92,95,55,43,34,0,1199,405
1281,469,345,124,88,127,77,62,80,35,0,1466,469
1282,569,275,294,91,156,113,76,92,41,107,2383,676
1283,1019,750,269,191,275,166,134,174,79,0,2394,1019
1284,613,490,123,65,72,89,91,139,157,0,1680,613
1285,0,0,0,0,0,0,0,0,0,0,0,0
1286,701,560,141,75,83,102,104,159,178,158,1799,859
1287,476,370,106,140,123,57,42,51,63,29,1076,505
1288,618,400,218,123,96,88,76,89,146,7,1899,625
1289,325,252,73,96,84,39,29,35,42,56,718,381
1290,223,173,50,66,58,27,20,24,28,1,382,224
1291,444,345,99,131,115,54,39,47,58,0,854,444
1292,561,436,125,165,145,68,50,60,73,10,1444,571
1293,1065,897,168,262,183,118,102,167,233,21,1920,1086
1294,1025,863,162,252,176,114,99,160,224,96,2173,1121
1295,558,421,137,87,53,80,62,71,205,0,1283,558
1296,432,394,38,26,28,67,47,78,186,101,993,533
1297,449,304,145,67,77,88,51,42,124,48,1181,497
1298,216,116,100,23,42,46,36,44,25,0,919,216
1299,610,393,217,111,124,70,52,100,153,0,1658,610
1300,788,508,280,144,160,91,67,129,197,56,2719,844
1301,490,316,174,89,100,56,42,80,123,0,1309,490
1302,290,156,134,31,56,62,48,59,34,2,1075,292
1303,864,420,444,175,280,104,150,66,89,13,3407,877
1304,416,268,148,76,85,48,36,68,103,0,1265,416
1305,371,161,210,83,86,48,47,41,66,1103,831,1474
1306,0,0,0,0,0,0,0,0,0,0,0,0
1307,827,635,192,70,107,92,98,182,278,0,2045,827
1308,331,276,55,65,40,37,35,44,110,0,364,331
1309,1497,942,555,231,239,276,153,381,217,40,6090,1537
1310,859,421,438,143,157,193,106,158,102,20,3897,879
1311,1088,752,336,117,131,179,134,229,298,5,3894,1093
1312,2058,989,1069,130,204,340,391,503,490,29,8845,2087
1313,1836,979,857,135,233,310,352,357,449,135,7290,1971
1314,3182,1156,2026,64,109,142,197,623,2047,52,12444,3234
1315,1111,699,412,46,99,198,106,274,388,31,4964,1142
1316,1056,629,427,68,82,169,130,234,373,54,4347,1110
1317,917,526,391,46,110,124,98,164,375,16,3635,933
1318,1090,540,550,94,123,80,123,240,430,31,4319,1121
1319,1628,1013,615,145,196,222,201,325,539,10,5534,1638
1320,1540,891,649,71,125,282,226,423,413,24,5520,1564
1321,693,488,205,154,109,35,38,86,271,0,1787,693
1322,1583,793,790,128,127,91,94,273,870,7,5606,1590
1323,507,292,215,32,41,74,73,140,147,0,1661,507
1324,831,500,331,70,75,101,99,185,301,0,3050,831
1325,1393,658,735,212,254,201,149,325,252,13,5406,1406
1326,1432,969,463,102,128,167,151,373,511,8,4635,1440
1327,1029,581,448,113,93,173,130,225,295,13,3858,1042
1328,1799,939,860,231,230,267,197,359,515,10,6374,1809
1329,177,127,50,17,23,22,20,33,62,0,481,177
1330,619,464,155,66,63,85,63,92,250,0,1811,619
1331,1863,1085,778,367,401,302,238,311,244,23,7000,1886
1332,1318,755,563,16,57,118,135,273,719,0,4626,1318
1333,3947,3257,690,432,508,637,485,574,1311,7,8972,3954
1334,1215,646,569,69,152,172,124,338,360,48,4912,1263
1335,927,336,591,130,186,207,135,158,111,5,4598,932
1336,1227,487,740,184,340,285,150,153,115,8,6110,1235
1337,1183,373,810,130,182,261,215,282,113,6,6281,1189
1338,418,108,310,40,32,64,33,113,136,11,2845,429
1339,885,429,456,68,123,184,110,193,207,0,4101,885
1340,861,475,386,63,105,148,77,255,213,0,3837,861
1341,1746,644,1102,391,388,293,195,321,158,11,7993,1757
1342,468,234,234,57,61,116,72,111,51,0,2022,468
1343,1715,1189,526,166,275,274,197,380,423,30,5782,1745
1344,1361,674,687,269,232,252,131,240,237,0,6449,1361
1345,1759,1138,621,141,243,287,250,419,419,24,5436,1783
1346,578,412,166,48,60,51,61,102,256,0,1779,578
1347,1303,612,691,149,168,130,113,286,457,31,4951,1334
1348,845,516,329,62,96,92,82,172,341,34,2926,879
1349,1910,751,1159,101,149,88,121,301,1150,0,7834,1910
1350,1483,800,683,188,266,159,213,315,342,21,5164,1504
1351,4107,1952,2155,144,196,195,249,628,2695,28,14233,4135
1352,1284,485,799,208,259,266,178,202,171,11,6438,1295
1353,1301,544,757,109,269,261,170,228,264,7,6746,1308
1354,1389,720,669,178,280,297,164,259,211,23,6257,1412
1355,232,112,120,54,55,45,29,25,24,2,986,234
1356,945,394,551,165,229,173,137,175,66,0,4282,945
1357,2508,1767,741,746,691,335,320,308,108,0,7031,2508
1358,221,151,70,37,33,39,28,46,38,0,836,221
1359,2259,1411,848,208,309,506,251,465,520,71,8358,2330
1360,1451,927,524,127,280,231,193,233,387,16,4955,1467
1361,2466,1293,1173,266,479,549,265,374,533,52,9275,2518
1362,1606,784,822,256,373,339,192,250,196,0,6712,1606
1363,1088,617,471,110,165,247,134,203,229,391,4443,1479
1364,1324,616,708,113,202,297,166,318,228,7,6098,1331
1365,1748,1048,700,184,229,119,128,227,861,23,5337,1771
1366,1483,1041,442,65,107,116,137,313,745,22,4799,1505
1367,1516,1048,468,179,226,143,147,193,628,2,4362,1518
1368,646,421,225,44,71,92,88,135,216,0,1599,646
1369,2001,1181,820,195,227,279,214,476,610,22,6591,2023
1370,729,429,300,74,84,101,82,156,232,15,2567,744
1371,1322,708,614,133,165,275,254,249,246,0,5103,1322
1372,1624,786,838,151,187,146,127,290,723,2,5792,1626
1373,1407,706,701,123,106,189,134,282,573,6,5369,1413
1374,2237,981,1256,336,341,272,250,433,605,0,7193,2237
1375,1522,991,531,104,168,216,207,319,508,0,4630,1522
1376,281,127,154,43,78,74,49,36,1,0,1009,281
1377,289,185,104,22,23,25,31,63,125,9,972,298
1378,391,144,247,88,87,66,44,72,34,84,1471,475
1379,111,67,44,37,33,14,9,10,8,1,343,112
1380,111,67,44,37,33,14,9,10,8,0,318,111
1381,437,285,152,30,48,62,59,92,146,0,1386,437
1382,690,424,266,43,37,112,94,141,263,17,2820,707
1383,650,423,227,44,72,92,88,136,218,0,1615,650
1384,515,323,192,77,84,75,63,81,135,0,1801,515
1385,895,670,225,96,92,124,91,134,358,22,2237,917
1386,630,303,327,148,150,121,78,69,64,0,2263,630
1387,1607,967,640,539,473,204,136,144,111,0,5738,1607
1388,567,388,179,96,83,99,73,118,98,8,2028,575
1389,674,337,337,82,87,167,103,160,75,94,2884,768
1390,487,234,253,114,116,94,61,53,49,0,1942,487
1391,310,155,155,38,40,77,47,74,34,0,1171,310
1392,709,392,317,152,141,137,98,112,69,30,2417,739
1393,179,99,80,38,36,35,25,28,17,105,576,284
1394,600,346,254,38,48,87,87,165,175,13,2082,613
1395,716,450,266,108,116,104,87,112,189,10,2677,726
1396,594,367,227,48,59,79,88,133,187,30,2077,624
1397,591,365,226,48,58,78,87,133,187,0,1965,591
1398,1209,716,493,112,202,168,168,258,301,19,4059,1228
1399,552,339,213,35,30,89,75,113,210,15,2096,567
1400,251,148,103,25,29,35,28,54,80,0,860,251
1401,1184,756,428,89,93,104,127,257,514,0,3585,1184
1402,456,268,188,46,53,63,51,97,146,10,1770,466
1403,721,470,251,49,80,102,98,151,241,52,2426,773
1404,1115,796,319,92,116,99,117,197,494,1,3477,1116
1405,937,599,338,70,73,82,100,203,409,7,2962,944
1406,932,576,356,76,92,123,138,209,294,6,3332,938
1407,283,128,155,43,78,74,50,36,2,0,855,283
1408,757,540,217,63,79,67,80,133,335,0,1844,757
1409,0,0,0,0,0,0,0,0,0,0,0,0
1410,696,521,175,75,71,96,71,104,279,0,1814,696
1411,2921,1677,1244,342,514,403,292,357,1013,31,8321,2952
1412,1228,706,522,61,103,98,92,253,621,0,3683,1228
1413,2839,1695,1144,92,153,148,143,345,1958,0,8373,2839
1414,2413,1744,669,185,307,327,251,323,1020,7,6303,2420
1415,1764,962,802,52,84,158,135,301,1034,2,5429,1766
1416,1944,1153,791,119,155,190,181,300,999,26,5834,1970
1417,1163,681,482,88,153,155,161,280,326,0,3252,1163
1418,1076,604,472,67,109,95,88,250,467,0,3214,1076
1419,925,501,424,47,59,55,55,147,562,0,2836,925
1420,1436,732,704,57,90,126,104,200,859,12,4366,1448
1421,2194,1414,780,130,240,246,250,408,920,29,6821,2223
1422,1657,985,672,68,130,211,168,394,686,36,5629,1693
1423,778,300,478,125,184,129,142,125,73,1,3019,779
1424,2054,1133,921,158,331,253,233,483,596,29,6362,2083
1425,2081,1220,861,189,490,327,290,510,275,11,6001,2092
1426,1350,702,648,101,234,168,187,315,345,0,4178,1350
1427,516,359,157,28,50,69,56,142,171,18,1634,534
1428,957,485,472,31,63,144,105,253,361,0,2814,957
1429,725,434,291,51,72,118,91,148,245,7,2596,732
1430,849,465,384,54,101,114,109,186,285,23,2329,872
1431,1394,845,549,114,123,152,135,302,568,0,4541,1394
1432,1781,953,828,150,198,173,168,382,710,31,5683,1812
1433,2902,1857,1045,224,407,558,408,554,751,75,8146,2977
1434,1712,803,909,136,265,335,271,312,393,19,7135,1731
1435,936,575,361,84,201,170,158,150,173,0,3009,936
1436,1680,957,723,141,280,198,213,353,495,29,4926,1709
1437,1050,568,482,82,171,97,98,177,425,18,3256,1068
1438,1683,1222,461,184,255,327,183,323,411,0,4953,1683
1439,1694,964,730,83,145,219,181,402,664,19,5639,1713
1440,966,559,407,53,76,85,70,230,452,0,3069,966
1441,1376,741,635,76,118,197,160,258,567,10,4448,1386
1442,1559,885,674,135,291,206,157,323,447,22,4508,1581
1443,2055,1397,658,172,400,319,274,413,477,7,5339,2062
1444,1284,844,440,79,122,214,148,190,531,66,3749,1350
1445,1299,822,477,72,144,141,113,246,583,91,3693,1390
1446,2326,1300,1026,157,291,170,175,476,1057,34,7046,2360
1447,1375,950,425,124,218,219,179,268,367,10,3374,1385
1448,1840,1109,731,117,201,173,170,326,853,0,5467,1840
1449,595,349,246,45,78,79,82,143,168,13,2307,608
1450,273,160,113,21,36,36,38,66,76,1,932,274
1451,461,270,191,35,60,62,64,111,129,0,1770,461
1452,406,249,157,36,87,74,68,65,76,10,1364,416
1453,1601,618,983,258,379,265,293,258,148,11,6555,1612
1454,1196,654,542,77,143,161,154,261,400,0,4267,1196
1455,323,193,130,22,53,60,45,74,69,13,1357,336
1456,1462,873,589,101,241,270,203,336,311,0,3998,1462
1457,1853,948,905,34,78,154,166,351,1070,24,6249,1877
1458,326,195,131,23,33,53,41,67,109,7,1066,333
1459,464,322,142,25,45,62,51,128,153,0,830,464
1460,599,416,183,32,58,81,65,165,198,27,1961,626
1461,1487,846,641,73,127,192,159,353,583,21,4112,1508
1462,619,430,189,33,60,83,68,171,204,7,1896,626
1463,769,459,310,53,127,142,107,177,163,52,2340,821
1464,612,287,325,49,95,120,97,111,140,10,2532,622
1465,584,359,225,52,125,106,99,93,109,0,1457,584
1466,614,314,300,37,73,72,90,148,194,18,2261,632
1467,601,308,293,37,71,70,88,145,190,20,1804,621
1468,309,158,151,19,36,36,45,75,98,24,982,333
1469,1388,897,491,166,165,168,168,268,453,2,4003,1390
1470,2248,1139,1109,303,446,308,265,459,467,114,8118,2362
1471,616,390,226,59,65,84,91,116,201,41,1967,657
1472,1500,1012,488,92,150,129,177,243,709,2,4559,1502
1473,1624,1184,440,123,122,163,172,222,822,0,4238,1624
1474,2559,1396,1163,124,189,196,253,472,1325,59,8361,2618
1475,308,169,139,28,39,36,39,58,108,9,1015,317
1476,2827,1450,1377,135,169,258,331,582,1352,0,9170,2827
1477,1284,560,724,190,291,196,174,284,149,369,4821,1653
1478,3086,1862,1224,377,401,480,371,607,850,29,8943,3115
1479,473,304,169,44,66,75,69,86,133,0,1494,473
1480,1726,1048,678,92,159,288,249,320,618,0,5169,1726
1481,803,479,324,46,84,123,103,169,278,16,2826,819
1482,618,364,254,83,158,81,55,136,105,6,1810,624
1483,306,220,86,35,48,31,35,64,93,12,710,318
1484,931,550,381,141,140,115,108,183,244,0,2652,931
1485,697,409,288,101,108,116,86,139,147,0,2115,697
1486,879,519,360,134,132,108,102,172,231,37,2712,916
1487,230,136,94,35,35,28,27,45,60,9,842,239
1488,280,164,116,41,43,46,35,56,59,6,896,286
1489,771,453,318,112,120,128,95,154,162,0,2519,771
1490,422,248,174,61,65,70,52,84,90,17,1146,439
1491,600,358,242,34,62,92,77,126,209,137,2105,737
1492,1819,1074,745,276,273,224,211,357,478,0,5120,1819
