geography,id,name,value,source,control_size,countycomb_label
TAZ,3540,hh_inc_30,8,Result,8,NA
TAZ,3540,hh_inc_30_60,41,Result,40,NA
TAZ,3540,hh_inc_60_100,53,Result,51,NA
TAZ,3540,hh_inc_100_plus,157,Result,153,NA
TAZ,3540,hh_child,208,Result,214,NA
TAZ,3540,hh_no_child,51,Result,52,NA
TAZ,3540,num_hh,0,Difference,266,NA
TAZ,3540,hh_inc_30,0,Difference,8,NA
TAZ,3540,hh_inc_30_60,1,Difference,40,NA
TAZ,3540,hh_inc_60_100,2,Difference,51,NA
TAZ,3540,hh_inc_100_plus,4,Difference,153,NA
TAZ,3540,hh_child,-6,Difference,214,NA
TAZ,3540,hh_no_child,-1,Difference,52,NA
TAZ,3541,num_hh,413,Control,413,NA
TAZ,3541,hh_inc_30,122,Control,122,NA
TAZ,3541,hh_inc_30_60,84,Control,84,NA
TAZ,3541,hh_inc_60_100,93,Control,93,NA
TAZ,3541,hh_inc_100_plus,36,Control,36,NA
TAZ,3541,hh_child,365,Control,365,NA
TAZ,3541,hh_no_child,48,Control,48,NA
TAZ,3541,num_hh,413,Result,413,NA
TAZ,3541,hh_inc_30,137,Result,122,NA
TAZ,3541,hh_inc_30_60,94,Result,84,NA
TAZ,3541,hh_inc_60_100,104,Result,93,NA
TAZ,3541,hh_inc_100_plus,40,Result,36,NA
TAZ,3541,hh_child,331,Result,365,NA
TAZ,3541,hh_no_child,44,Result,48,NA
TAZ,3541,num_hh,0,Difference,413,NA
TAZ,3541,hh_inc_30,15,Difference,122,NA
TAZ,3541,hh_inc_30_60,10,Difference,84,NA
TAZ,3541,hh_inc_60_100,11,Difference,93,NA
TAZ,3541,hh_inc_100_plus,4,Difference,36,NA
TAZ,3541,hh_child,-34,Difference,365,NA
TAZ,3541,hh_no_child,-4,Difference,48,NA
TAZ,3542,num_hh,377,Control,377,NA
TAZ,3542,hh_inc_30,90,Control,90,NA
TAZ,3542,hh_inc_30_60,57,Control,57,NA
TAZ,3542,hh_inc_60_100,108,Control,108,NA
TAZ,3542,hh_inc_100_plus,69,Control,69,NA
TAZ,3542,hh_child,195,Control,195,NA
TAZ,3542,hh_no_child,182,Control,182,NA
TAZ,3542,num_hh,377,Result,377,NA
TAZ,3542,hh_inc_30,98,Result,90,NA
TAZ,3542,hh_inc_30_60,62,Result,57,NA
TAZ,3542,hh_inc_60_100,117,Result,108,NA
TAZ,3542,hh_inc_100_plus,75,Result,69,NA
TAZ,3542,hh_child,182,Result,195,NA
TAZ,3542,hh_no_child,170,Result,182,NA
TAZ,3542,num_hh,0,Difference,377,NA
TAZ,3542,hh_inc_30,8,Difference,90,NA
TAZ,3542,hh_inc_30_60,5,Difference,57,NA
TAZ,3542,hh_inc_60_100,9,Difference,108,NA
TAZ,3542,hh_inc_100_plus,6,Difference,69,NA
TAZ,3542,hh_child,-13,Difference,195,NA
TAZ,3542,hh_no_child,-12,Difference,182,NA
TAZ,3543,num_hh,703,Control,703,NA
TAZ,3543,hh_inc_30,165,Control,165,NA
TAZ,3543,hh_inc_30_60,96,Control,96,NA
TAZ,3543,hh_inc_60_100,223,Control,223,NA
TAZ,3543,hh_inc_100_plus,149,Control,149,NA
TAZ,3543,hh_child,375,Control,375,NA
TAZ,3543,hh_no_child,328,Control,328,NA
TAZ,3543,num_hh,703,Result,703,NA
TAZ,3543,hh_inc_30,175,Result,165,NA
TAZ,3543,hh_inc_30_60,102,Result,96,NA
TAZ,3543,hh_inc_60_100,236,Result,223,NA
TAZ,3543,hh_inc_100_plus,157,Result,149,NA
TAZ,3543,hh_child,357,Result,375,NA
TAZ,3543,hh_no_child,313,Result,328,NA
TAZ,3543,num_hh,0,Difference,703,NA
TAZ,3543,hh_inc_30,10,Difference,165,NA
TAZ,3543,hh_inc_30_60,6,Difference,96,NA
TAZ,3543,hh_inc_60_100,13,Difference,223,NA
TAZ,3543,hh_inc_100_plus,8,Difference,149,NA
TAZ,3543,hh_child,-18,Difference,375,NA
TAZ,3543,hh_no_child,-15,Difference,328,NA
TAZ,3544,num_hh,386,Control,386,NA
TAZ,3544,hh_inc_30,66,Control,66,NA
TAZ,3544,hh_inc_30_60,45,Control,45,NA
TAZ,3544,hh_inc_60_100,165,Control,165,NA
TAZ,3544,hh_inc_100_plus,81,Control,81,NA
TAZ,3544,hh_child,328,Control,328,NA
TAZ,3544,hh_no_child,58,Control,58,NA
TAZ,3544,num_hh,386,Result,386,NA
TAZ,3544,hh_inc_30,69,Result,66,NA
TAZ,3544,hh_inc_30_60,47,Result,45,NA
TAZ,3544,hh_inc_60_100,172,Result,165,NA
TAZ,3544,hh_inc_100_plus,84,Result,81,NA
TAZ,3544,hh_child,316,Result,328,NA
TAZ,3544,hh_no_child,56,Result,58,NA
TAZ,3544,num_hh,0,Difference,386,NA
TAZ,3544,hh_inc_30,3,Difference,66,NA
TAZ,3544,hh_inc_30_60,2,Difference,45,NA
TAZ,3544,hh_inc_60_100,7,Difference,165,NA
TAZ,3544,hh_inc_100_plus,3,Difference,81,NA
TAZ,3544,hh_child,-12,Difference,328,NA
TAZ,3544,hh_no_child,-2,Difference,58,NA
TAZ,3545,num_hh,212,Control,212,NA
TAZ,3545,hh_inc_30,127,Control,127,NA
TAZ,3545,hh_inc_30_60,32,Control,32,NA
TAZ,3545,hh_inc_60_100,24,Control,24,NA
TAZ,3545,hh_inc_100_plus,14,Control,14,NA
TAZ,3545,hh_child,178,Control,178,NA
TAZ,3545,hh_no_child,34,Control,34,NA
TAZ,3545,num_hh,212,Result,212,NA
TAZ,3545,hh_inc_30,132,Result,127,NA
TAZ,3545,hh_inc_30_60,33,Result,32,NA
TAZ,3545,hh_inc_60_100,25,Result,24,NA
TAZ,3545,hh_inc_100_plus,15,Result,14,NA
TAZ,3545,hh_child,172,Result,178,NA
TAZ,3545,hh_no_child,33,Result,34,NA
TAZ,3545,num_hh,0,Difference,212,NA
TAZ,3545,hh_inc_30,5,Difference,127,NA
TAZ,3545,hh_inc_30_60,1,Difference,32,NA
TAZ,3545,hh_inc_60_100,1,Difference,24,NA
TAZ,3545,hh_inc_100_plus,1,Difference,14,NA
TAZ,3545,hh_child,-6,Difference,178,NA
TAZ,3545,hh_no_child,-1,Difference,34,NA
TAZ,3546,num_hh,282,Control,282,NA
TAZ,3546,hh_inc_30,71,Control,71,NA
TAZ,3546,hh_inc_30_60,108,Control,108,NA
TAZ,3546,hh_inc_60_100,62,Control,62,NA
TAZ,3546,hh_inc_100_plus,22,Control,22,NA
TAZ,3546,hh_child,132,Control,132,NA
TAZ,3546,hh_no_child,150,Control,150,NA
TAZ,3546,num_hh,282,Result,282,NA
TAZ,3546,hh_inc_30,74,Result,71,NA
TAZ,3546,hh_inc_30_60,112,Result,108,NA
TAZ,3546,hh_inc_60_100,64,Result,62,NA
TAZ,3546,hh_inc_100_plus,23,Result,22,NA
TAZ,3546,hh_child,128,Result,132,NA
TAZ,3546,hh_no_child,145,Result,150,NA
TAZ,3546,num_hh,0,Difference,282,NA
TAZ,3546,hh_inc_30,3,Difference,71,NA
TAZ,3546,hh_inc_30_60,4,Difference,108,NA
TAZ,3546,hh_inc_60_100,2,Difference,62,NA
TAZ,3546,hh_inc_100_plus,1,Difference,22,NA
TAZ,3546,hh_child,-4,Difference,132,NA
TAZ,3546,hh_no_child,-5,Difference,150,NA
TAZ,3547,num_hh,631,Control,631,NA
TAZ,3547,hh_inc_30,75,Control,75,NA
TAZ,3547,hh_inc_30_60,111,Control,111,NA
TAZ,3547,hh_inc_60_100,216,Control,216,NA
TAZ,3547,hh_inc_100_plus,166,Control,166,NA
TAZ,3547,hh_child,439,Control,439,NA
TAZ,3547,hh_no_child,192,Control,192,NA
TAZ,3547,num_hh,631,Result,631,NA
TAZ,3547,hh_inc_30,79,Result,75,NA
TAZ,3547,hh_inc_30_60,117,Result,111,NA
TAZ,3547,hh_inc_60_100,229,Result,216,NA
TAZ,3547,hh_inc_100_plus,177,Result,166,NA
TAZ,3547,hh_child,419,Result,439,NA
TAZ,3547,hh_no_child,183,Result,192,NA
TAZ,3547,num_hh,0,Difference,631,NA
TAZ,3547,hh_inc_30,4,Difference,75,NA
TAZ,3547,hh_inc_30_60,6,Difference,111,NA
TAZ,3547,hh_inc_60_100,13,Difference,216,NA
TAZ,3547,hh_inc_100_plus,11,Difference,166,NA
TAZ,3547,hh_child,-20,Difference,439,NA
TAZ,3547,hh_no_child,-9,Difference,192,NA
TAZ,3548,num_hh,405,Control,405,NA
TAZ,3548,hh_inc_30,20,Control,20,NA
TAZ,3548,hh_inc_30_60,72,Control,72,NA
TAZ,3548,hh_inc_60_100,58,Control,58,NA
TAZ,3548,hh_inc_100_plus,182,Control,182,NA
TAZ,3548,hh_child,340,Control,340,NA
TAZ,3548,hh_no_child,65,Control,65,NA
TAZ,3548,num_hh,405,Result,405,NA
TAZ,3548,hh_inc_30,22,Result,20,NA
TAZ,3548,hh_inc_30_60,80,Result,72,NA
TAZ,3548,hh_inc_60_100,65,Result,58,NA
TAZ,3548,hh_inc_100_plus,202,Result,182,NA
TAZ,3548,hh_child,310,Result,340,NA
TAZ,3548,hh_no_child,59,Result,65,NA
TAZ,3548,num_hh,0,Difference,405,NA
TAZ,3548,hh_inc_30,2,Difference,20,NA
TAZ,3548,hh_inc_30_60,8,Difference,72,NA
TAZ,3548,hh_inc_60_100,7,Difference,58,NA
TAZ,3548,hh_inc_100_plus,20,Difference,182,NA
TAZ,3548,hh_child,-30,Difference,340,NA
TAZ,3548,hh_no_child,-6,Difference,65,NA
TAZ,3549,num_hh,485,Control,485,NA
TAZ,3549,hh_inc_30,79,Control,79,NA
TAZ,3549,hh_inc_30_60,74,Control,74,NA
TAZ,3549,hh_inc_60_100,124,Control,124,NA
TAZ,3549,hh_inc_100_plus,115,Control,115,NA
TAZ,3549,hh_child,326,Control,326,NA
TAZ,3549,hh_no_child,159,Control,159,NA
TAZ,3549,num_hh,485,Result,485,NA
TAZ,3549,hh_inc_30,88,Result,79,NA
TAZ,3549,hh_inc_30_60,83,Result,74,NA
TAZ,3549,hh_inc_60_100,139,Result,124,NA
TAZ,3549,hh_inc_100_plus,129,Result,115,NA
TAZ,3549,hh_child,295,Result,326,NA
TAZ,3549,hh_no_child,144,Result,159,NA
TAZ,3549,num_hh,0,Difference,485,NA
TAZ,3549,hh_inc_30,9,Difference,79,NA
TAZ,3549,hh_inc_30_60,9,Difference,74,NA
TAZ,3549,hh_inc_60_100,15,Difference,124,NA
TAZ,3549,hh_inc_100_plus,14,Difference,115,NA
TAZ,3549,hh_child,-31,Difference,326,NA
TAZ,3549,hh_no_child,-15,Difference,159,NA
TAZ,3550,num_hh,457,Control,457,NA
TAZ,3550,hh_inc_30,97,Control,97,NA
TAZ,3550,hh_inc_30_60,96,Control,96,NA
TAZ,3550,hh_inc_60_100,122,Control,122,NA
TAZ,3550,hh_inc_100_plus,85,Control,85,NA
TAZ,3550,hh_child,324,Control,324,NA
TAZ,3550,hh_no_child,133,Control,133,NA
TAZ,3550,num_hh,457,Result,457,NA
TAZ,3550,hh_inc_30,104,Result,97,NA
TAZ,3550,hh_inc_30_60,103,Result,96,NA
TAZ,3550,hh_inc_60_100,131,Result,122,NA
TAZ,3550,hh_inc_100_plus,92,Result,85,NA
TAZ,3550,hh_child,305,Result,324,NA
TAZ,3550,hh_no_child,125,Result,133,NA
TAZ,3550,num_hh,0,Difference,457,NA
TAZ,3550,hh_inc_30,7,Difference,97,NA
TAZ,3550,hh_inc_30_60,7,Difference,96,NA
TAZ,3550,hh_inc_60_100,9,Difference,122,NA
TAZ,3550,hh_inc_100_plus,7,Difference,85,NA
TAZ,3550,hh_child,-19,Difference,324,NA
TAZ,3550,hh_no_child,-8,Difference,133,NA
TAZ,3551,num_hh,262,Control,262,NA
TAZ,3551,hh_inc_30,53,Control,53,NA
TAZ,3551,hh_inc_30_60,25,Control,25,NA
TAZ,3551,hh_inc_60_100,7,Control,7,NA
TAZ,3551,hh_inc_100_plus,116,Control,116,NA
TAZ,3551,hh_child,188,Control,188,NA
TAZ,3551,hh_no_child,74,Control,74,NA
TAZ,3551,num_hh,262,Result,262,NA
TAZ,3551,hh_inc_30,61,Result,53,NA
TAZ,3551,hh_inc_30_60,29,Result,25,NA
TAZ,3551,hh_inc_60_100,8,Result,7,NA
TAZ,3551,hh_inc_100_plus,133,Result,116,NA
TAZ,3551,hh_child,166,Result,188,NA
TAZ,3551,hh_no_child,65,Result,74,NA
TAZ,3551,num_hh,0,Difference,262,NA
TAZ,3551,hh_inc_30,8,Difference,53,NA
TAZ,3551,hh_inc_30_60,4,Difference,25,NA
TAZ,3551,hh_inc_60_100,1,Difference,7,NA
TAZ,3551,hh_inc_100_plus,17,Difference,116,NA
TAZ,3551,hh_child,-22,Difference,188,NA
TAZ,3551,hh_no_child,-9,Difference,74,NA
TAZ,3552,num_hh,118,Control,118,NA
TAZ,3552,hh_inc_30,0,Control,0,NA
TAZ,3552,hh_inc_30_60,0,Control,0,NA
TAZ,3552,hh_inc_60_100,0,Control,0,NA
TAZ,3552,hh_inc_100_plus,0,Control,0,NA
TAZ,3552,hh_child,118,Control,118,NA
TAZ,3552,hh_no_child,0,Control,0,NA
TAZ,3552,num_hh,118,Result,118,NA
TAZ,3552,hh_inc_30,0,Result,0,NA
TAZ,3552,hh_inc_30_60,0,Result,0,NA
TAZ,3552,hh_inc_60_100,0,Result,0,NA
TAZ,3552,hh_inc_100_plus,0,Result,0,NA
TAZ,3552,hh_child,0,Result,118,NA
TAZ,3552,hh_no_child,0,Result,0,NA
TAZ,3552,num_hh,0,Difference,118,NA
TAZ,3552,hh_inc_30,0,Difference,0,NA
TAZ,3552,hh_inc_30_60,0,Difference,0,NA
TAZ,3552,hh_inc_60_100,0,Difference,0,NA
TAZ,3552,hh_inc_100_plus,0,Difference,0,NA
TAZ,3552,hh_child,-118,Difference,118,NA
TAZ,3552,hh_no_child,0,Difference,0,NA
TAZ,3553,num_hh,547,Control,547,NA
TAZ,3553,hh_inc_30,149,Control,149,NA
TAZ,3553,hh_inc_30_60,94,Control,94,NA
TAZ,3553,hh_inc_60_100,88,Control,88,NA
TAZ,3553,hh_inc_100_plus,103,Control,103,NA
TAZ,3553,hh_child,382,Control,382,NA
TAZ,3553,hh_no_child,165,Control,165,NA
TAZ,3553,num_hh,547,Result,547,NA
TAZ,3553,hh_inc_30,168,Result,149,NA
TAZ,3553,hh_inc_30_60,106,Result,94,NA
TAZ,3553,hh_inc_60_100,100,Result,88,NA
TAZ,3553,hh_inc_100_plus,117,Result,103,NA
TAZ,3553,hh_child,343,Result,382,NA
TAZ,3553,hh_no_child,148,Result,165,NA
TAZ,3553,num_hh,0,Difference,547,NA
TAZ,3553,hh_inc_30,19,Difference,149,NA
TAZ,3553,hh_inc_30_60,12,Difference,94,NA
TAZ,3553,hh_inc_60_100,12,Difference,88,NA
TAZ,3553,hh_inc_100_plus,14,Difference,103,NA
TAZ,3553,hh_child,-39,Difference,382,NA
TAZ,3553,hh_no_child,-17,Difference,165,NA
TAZ,3554,num_hh,414,Control,414,NA
TAZ,3554,hh_inc_30,58,Control,58,NA
TAZ,3554,hh_inc_30_60,50,Control,50,NA
TAZ,3554,hh_inc_60_100,49,Control,49,NA
TAZ,3554,hh_inc_100_plus,179,Control,179,NA
TAZ,3554,hh_child,356,Control,356,NA
TAZ,3554,hh_no_child,58,Control,58,NA
TAZ,3554,num_hh,414,Result,414,NA
TAZ,3554,hh_inc_30,65,Result,58,NA
TAZ,3554,hh_inc_30_60,56,Result,50,NA
TAZ,3554,hh_inc_60_100,55,Result,49,NA
TAZ,3554,hh_inc_100_plus,200,Result,179,NA
TAZ,3554,hh_child,323,Result,356,NA
TAZ,3554,hh_no_child,53,Result,58,NA
TAZ,3554,num_hh,0,Difference,414,NA
TAZ,3554,hh_inc_30,7,Difference,58,NA
TAZ,3554,hh_inc_30_60,6,Difference,50,NA
TAZ,3554,hh_inc_60_100,6,Difference,49,NA
TAZ,3554,hh_inc_100_plus,21,Difference,179,NA
TAZ,3554,hh_child,-33,Difference,356,NA
TAZ,3554,hh_no_child,-5,Difference,58,NA
TAZ,3555,num_hh,425,Control,425,NA
TAZ,3555,hh_inc_30,98,Control,98,NA
TAZ,3555,hh_inc_30_60,49,Control,49,NA
TAZ,3555,hh_inc_60_100,131,Control,131,NA
TAZ,3555,hh_inc_100_plus,96,Control,96,NA
TAZ,3555,hh_child,259,Control,259,NA
TAZ,3555,hh_no_child,166,Control,166,NA
TAZ,3555,num_hh,425,Result,425,NA
TAZ,3555,hh_inc_30,105,Result,98,NA
TAZ,3555,hh_inc_30_60,52,Result,49,NA
TAZ,3555,hh_inc_60_100,141,Result,131,NA
TAZ,3555,hh_inc_100_plus,103,Result,96,NA
TAZ,3555,hh_child,245,Result,259,NA
TAZ,3555,hh_no_child,156,Result,166,NA
TAZ,3555,num_hh,0,Difference,425,NA
TAZ,3555,hh_inc_30,7,Difference,98,NA
TAZ,3555,hh_inc_30_60,3,Difference,49,NA
TAZ,3555,hh_inc_60_100,10,Difference,131,NA
TAZ,3555,hh_inc_100_plus,7,Difference,96,NA
TAZ,3555,hh_child,-14,Difference,259,NA
TAZ,3555,hh_no_child,-10,Difference,166,NA
TAZ,3556,num_hh,349,Control,349,NA
TAZ,3556,hh_inc_30,26,Control,26,NA
TAZ,3556,hh_inc_30_60,31,Control,31,NA
TAZ,3556,hh_inc_60_100,135,Control,135,NA
TAZ,3556,hh_inc_100_plus,98,Control,98,NA
TAZ,3556,hh_child,273,Control,273,NA
TAZ,3556,hh_no_child,76,Control,76,NA
TAZ,3556,num_hh,349,Result,349,NA
TAZ,3556,hh_inc_30,29,Result,26,NA
TAZ,3556,hh_inc_30_60,34,Result,31,NA
TAZ,3556,hh_inc_60_100,149,Result,135,NA
TAZ,3556,hh_inc_100_plus,109,Result,98,NA
TAZ,3556,hh_child,251,Result,273,NA
TAZ,3556,hh_no_child,70,Result,76,NA
TAZ,3556,num_hh,0,Difference,349,NA
TAZ,3556,hh_inc_30,3,Difference,26,NA
TAZ,3556,hh_inc_30_60,3,Difference,31,NA
TAZ,3556,hh_inc_60_100,14,Difference,135,NA
TAZ,3556,hh_inc_100_plus,11,Difference,98,NA
TAZ,3556,hh_child,-22,Difference,273,NA
TAZ,3556,hh_no_child,-6,Difference,76,NA
TAZ,3557,num_hh,469,Control,469,NA
TAZ,3557,hh_inc_30,160,Control,160,NA
TAZ,3557,hh_inc_30_60,91,Control,91,NA
TAZ,3557,hh_inc_60_100,24,Control,24,NA
TAZ,3557,hh_inc_100_plus,97,Control,97,NA
TAZ,3557,hh_child,337,Control,337,NA
TAZ,3557,hh_no_child,132,Control,132,NA
TAZ,3557,num_hh,469,Result,469,NA
TAZ,3557,hh_inc_30,180,Result,160,NA
TAZ,3557,hh_inc_30_60,103,Result,91,NA
TAZ,3557,hh_inc_60_100,27,Result,24,NA
TAZ,3557,hh_inc_100_plus,110,Result,97,NA
TAZ,3557,hh_child,302,Result,337,NA
TAZ,3557,hh_no_child,118,Result,132,NA
TAZ,3557,num_hh,0,Difference,469,NA
TAZ,3557,hh_inc_30,20,Difference,160,NA
TAZ,3557,hh_inc_30_60,12,Difference,91,NA
TAZ,3557,hh_inc_60_100,3,Difference,24,NA
TAZ,3557,hh_inc_100_plus,13,Difference,97,NA
TAZ,3557,hh_child,-35,Difference,337,NA
TAZ,3557,hh_no_child,-14,Difference,132,NA
TAZ,3558,num_hh,777,Control,777,NA
TAZ,3558,hh_inc_30,72,Control,72,NA
TAZ,3558,hh_inc_30_60,190,Control,190,NA
TAZ,3558,hh_inc_60_100,119,Control,119,NA
TAZ,3558,hh_inc_100_plus,249,Control,249,NA
TAZ,3558,hh_child,639,Control,639,NA
TAZ,3558,hh_no_child,138,Control,138,NA
TAZ,3558,num_hh,777,Result,777,NA
TAZ,3558,hh_inc_30,80,Result,72,NA
TAZ,3558,hh_inc_30_60,212,Result,190,NA
TAZ,3558,hh_inc_60_100,133,Result,119,NA
TAZ,3558,hh_inc_100_plus,279,Result,249,NA
TAZ,3558,hh_child,579,Result,639,NA
TAZ,3558,hh_no_child,125,Result,138,NA
TAZ,3558,num_hh,0,Difference,777,NA
TAZ,3558,hh_inc_30,8,Difference,72,NA
TAZ,3558,hh_inc_30_60,22,Difference,190,NA
TAZ,3558,hh_inc_60_100,14,Difference,119,NA
TAZ,3558,hh_inc_100_plus,30,Difference,249,NA
TAZ,3558,hh_child,-60,Difference,639,NA
TAZ,3558,hh_no_child,-13,Difference,138,NA
TAZ,3559,num_hh,649,Control,649,NA
TAZ,3559,hh_inc_30,118,Control,118,NA
TAZ,3559,hh_inc_30_60,77,Control,77,NA
TAZ,3559,hh_inc_60_100,152,Control,152,NA
TAZ,3559,hh_inc_100_plus,197,Control,197,NA
TAZ,3559,hh_child,503,Control,503,NA
TAZ,3559,hh_no_child,146,Control,146,NA
TAZ,3559,num_hh,649,Result,649,NA
TAZ,3559,hh_inc_30,130,Result,118,NA
TAZ,3559,hh_inc_30_60,84,Result,77,NA
TAZ,3559,hh_inc_60_100,167,Result,152,NA
TAZ,3559,hh_inc_100_plus,218,Result,197,NA
TAZ,3559,hh_child,464,Result,503,NA
TAZ,3559,hh_no_child,135,Result,146,NA
TAZ,3559,num_hh,0,Difference,649,NA
TAZ,3559,hh_inc_30,12,Difference,118,NA
TAZ,3559,hh_inc_30_60,7,Difference,77,NA
TAZ,3559,hh_inc_60_100,15,Difference,152,NA
TAZ,3559,hh_inc_100_plus,21,Difference,197,NA
TAZ,3559,hh_child,-39,Difference,503,NA
TAZ,3559,hh_no_child,-11,Difference,146,NA
TAZ,3560,num_hh,495,Control,495,NA
TAZ,3560,hh_inc_30,0,Control,0,NA
TAZ,3560,hh_inc_30_60,128,Control,128,NA
TAZ,3560,hh_inc_60_100,153,Control,153,NA
TAZ,3560,hh_inc_100_plus,198,Control,198,NA
TAZ,3560,hh_child,292,Control,292,NA
TAZ,3560,hh_no_child,203,Control,203,NA
TAZ,3560,num_hh,495,Result,495,NA
TAZ,3560,hh_inc_30,0,Result,0,NA
TAZ,3560,hh_inc_30_60,130,Result,128,NA
TAZ,3560,hh_inc_60_100,156,Result,153,NA
TAZ,3560,hh_inc_100_plus,202,Result,198,NA
TAZ,3560,hh_child,288,Result,292,NA
TAZ,3560,hh_no_child,200,Result,203,NA
TAZ,3560,num_hh,0,Difference,495,NA
TAZ,3560,hh_inc_30,0,Difference,0,NA
TAZ,3560,hh_inc_30_60,2,Difference,128,NA
TAZ,3560,hh_inc_60_100,3,Difference,153,NA
TAZ,3560,hh_inc_100_plus,4,Difference,198,NA
TAZ,3560,hh_child,-4,Difference,292,NA
TAZ,3560,hh_no_child,-3,Difference,203,NA
TAZ,3561,num_hh,407,Control,407,NA
TAZ,3561,hh_inc_30,50,Control,50,NA
TAZ,3561,hh_inc_30_60,31,Control,31,NA
TAZ,3561,hh_inc_60_100,120,Control,120,NA
TAZ,3561,hh_inc_100_plus,133,Control,133,NA
TAZ,3561,hh_child,208,Control,208,NA
TAZ,3561,hh_no_child,199,Control,199,NA
TAZ,3561,num_hh,407,Result,407,NA
TAZ,3561,hh_inc_30,56,Result,50,NA
TAZ,3561,hh_inc_30_60,34,Result,31,NA
TAZ,3561,hh_inc_60_100,133,Result,120,NA
TAZ,3561,hh_inc_100_plus,148,Result,133,NA
TAZ,3561,hh_child,190,Result,208,NA
TAZ,3561,hh_no_child,181,Result,199,NA
TAZ,3561,num_hh,0,Difference,407,NA
TAZ,3561,hh_inc_30,6,Difference,50,NA
TAZ,3561,hh_inc_30_60,3,Difference,31,NA
TAZ,3561,hh_inc_60_100,13,Difference,120,NA
TAZ,3561,hh_inc_100_plus,15,Difference,133,NA
TAZ,3561,hh_child,-18,Difference,208,NA
TAZ,3561,hh_no_child,-18,Difference,199,NA
TAZ,3562,num_hh,370,Control,370,NA
TAZ,3562,hh_inc_30,33,Control,33,NA
TAZ,3562,hh_inc_30_60,29,Control,29,NA
TAZ,3562,hh_inc_60_100,103,Control,103,NA
TAZ,3562,hh_inc_100_plus,162,Control,162,NA
TAZ,3562,hh_child,280,Control,280,NA
TAZ,3562,hh_no_child,90,Control,90,NA
TAZ,3562,num_hh,370,Result,370,NA
TAZ,3562,hh_inc_30,35,Result,33,NA
TAZ,3562,hh_inc_30_60,31,Result,29,NA
TAZ,3562,hh_inc_60_100,110,Result,103,NA
TAZ,3562,hh_inc_100_plus,174,Result,162,NA
TAZ,3562,hh_child,265,Result,280,NA
TAZ,3562,hh_no_child,85,Result,90,NA
TAZ,3562,num_hh,0,Difference,370,NA
TAZ,3562,hh_inc_30,2,Difference,33,NA
TAZ,3562,hh_inc_30_60,2,Difference,29,NA
TAZ,3562,hh_inc_60_100,7,Difference,103,NA
TAZ,3562,hh_inc_100_plus,12,Difference,162,NA
TAZ,3562,hh_child,-15,Difference,280,NA
TAZ,3562,hh_no_child,-5,Difference,90,NA
TAZ,3563,num_hh,381,Control,381,NA
TAZ,3563,hh_inc_30,73,Control,73,NA
TAZ,3563,hh_inc_30_60,35,Control,35,NA
TAZ,3563,hh_inc_60_100,90,Control,90,NA
TAZ,3563,hh_inc_100_plus,154,Control,154,NA
TAZ,3563,hh_child,323,Control,323,NA
TAZ,3563,hh_no_child,58,Control,58,NA
TAZ,3563,num_hh,381,Result,381,NA
TAZ,3563,hh_inc_30,76,Result,73,NA
TAZ,3563,hh_inc_30_60,37,Result,35,NA
TAZ,3563,hh_inc_60_100,94,Result,90,NA
TAZ,3563,hh_inc_100_plus,161,Result,154,NA
TAZ,3563,hh_child,312,Result,323,NA
TAZ,3563,hh_no_child,56,Result,58,NA
TAZ,3563,num_hh,0,Difference,381,NA
TAZ,3563,hh_inc_30,3,Difference,73,NA
TAZ,3563,hh_inc_30_60,2,Difference,35,NA
TAZ,3563,hh_inc_60_100,4,Difference,90,NA
TAZ,3563,hh_inc_100_plus,7,Difference,154,NA
TAZ,3563,hh_child,-11,Difference,323,NA
TAZ,3563,hh_no_child,-2,Difference,58,NA
TAZ,3564,num_hh,306,Control,306,NA
TAZ,3564,hh_inc_30,42,Control,42,NA
TAZ,3564,hh_inc_30_60,36,Control,36,NA
TAZ,3564,hh_inc_60_100,45,Control,45,NA
TAZ,3564,hh_inc_100_plus,136,Control,136,NA
TAZ,3564,hh_child,229,Control,229,NA
TAZ,3564,hh_no_child,77,Control,77,NA
TAZ,3564,num_hh,306,Result,306,NA
TAZ,3564,hh_inc_30,46,Result,42,NA
TAZ,3564,hh_inc_30_60,39,Result,36,NA
TAZ,3564,hh_inc_60_100,49,Result,45,NA
TAZ,3564,hh_inc_100_plus,149,Result,136,NA
TAZ,3564,hh_child,212,Result,229,NA
TAZ,3564,hh_no_child,71,Result,77,NA
TAZ,3564,num_hh,0,Difference,306,NA
TAZ,3564,hh_inc_30,4,Difference,42,NA
TAZ,3564,hh_inc_30_60,3,Difference,36,NA
TAZ,3564,hh_inc_60_100,4,Difference,45,NA
TAZ,3564,hh_inc_100_plus,13,Difference,136,NA
TAZ,3564,hh_child,-17,Difference,229,NA
TAZ,3564,hh_no_child,-6,Difference,77,NA
TAZ,3565,num_hh,437,Control,437,NA
TAZ,3565,hh_inc_30,189,Control,189,NA
TAZ,3565,hh_inc_30_60,46,Control,46,NA
TAZ,3565,hh_inc_60_100,53,Control,53,NA
TAZ,3565,hh_inc_100_plus,90,Control,90,NA
TAZ,3565,hh_child,310,Control,310,NA
TAZ,3565,hh_no_child,127,Control,127,NA
TAZ,3565,num_hh,437,Result,437,NA
TAZ,3565,hh_inc_30,204,Result,189,NA
TAZ,3565,hh_inc_30_60,50,Result,46,NA
TAZ,3565,hh_inc_60_100,57,Result,53,NA
