TAZ,HHLESSGQ,HHCHILDNO,HHCHILDYES,HHINC1,HHINC2,HHINC3,HHINC4,HHINC5,HHINC6,HHGQYES,HHGQNO,HHBASE
487,287,187,100,20,32,25,31,60,119,0,1056,287
488,704,553,151,59,72,77,72,133,291,0,1821,704
489,678,532,146,56,69,74,69,128,282,0,1753,678
490,365,326,39,84,57,53,35,57,79,998,722,1363
491,612,442,170,50,77,47,66,113,259,0,1693,612
492,1292,975,317,129,146,116,138,236,527,0,3310,1292
493,1112,823,289,95,132,107,116,194,468,93,3120,1205
494,271,201,70,23,32,26,28,47,115,11,761,282
495,332,246,86,28,39,32,35,58,140,0,930,332
496,408,302,106,35,48,39,43,71,172,21,1145,429
497,446,309,137,36,51,40,46,80,193,2,1348,448
498,327,227,100,27,37,29,34,58,142,0,988,327
499,367,255,112,30,42,33,38,66,158,0,1109,367
500,350,243,107,28,40,32,36,63,151,0,1059,350
501,579,402,177,47,66,52,60,103,251,12,1752,591
502,409,284,125,33,47,37,42,73,177,0,1236,409
503,338,235,103,27,39,30,35,60,147,8,1024,346
504,374,276,98,42,46,34,40,76,136,4,1108,378
505,627,462,165,70,77,57,67,127,229,0,1860,627
506,334,246,88,37,41,30,36,68,122,9,990,343
507,502,370,132,56,62,45,53,102,184,0,1488,502
508,308,227,81,34,38,28,33,62,113,0,913,308
509,298,220,78,33,37,27,32,60,109,0,883,298
510,263,194,69,29,32,24,28,53,97,0,782,263
511,477,347,130,41,61,42,44,85,204,0,1468,477
512,534,388,146,45,69,47,49,96,228,0,1644,534
513,655,476,179,56,84,58,61,117,279,30,2016,685
514,422,307,115,36,54,37,39,76,180,0,1299,422
515,583,424,159,50,75,52,54,104,248,65,1795,648
516,451,328,123,38,58,40,42,81,192,11,1390,462
517,562,431,131,51,62,52,57,102,238,18,1665,580
518,311,238,73,28,34,29,32,57,131,0,921,311
519,396,303,93,36,44,36,40,72,168,0,1173,396
520,241,185,56,22,27,22,24,44,102,0,715,241
521,861,681,180,93,105,86,89,165,323,0,2263,861
522,682,539,143,74,83,68,71,130,256,45,1793,727
523,663,488,175,73,68,69,61,128,264,0,2066,663
524,617,454,163,68,64,64,57,119,245,6,1923,623
525,482,355,127,53,50,50,44,93,192,0,1501,482
526,385,283,102,42,40,40,35,74,154,6,1200,391
527,373,274,99,41,38,39,34,72,149,0,1161,373
528,353,260,93,39,36,37,33,68,140,0,1101,353
529,499,367,132,55,51,52,46,96,199,0,1555,499
530,681,538,143,73,83,68,70,130,257,0,1790,681
531,409,300,109,39,46,43,33,85,163,0,1256,409
532,354,260,94,34,40,37,29,74,140,0,1086,354
533,401,294,107,38,45,42,33,83,160,0,1231,401
534,351,257,94,34,40,37,29,73,138,0,1077,351
535,572,407,165,59,66,51,55,110,231,0,1811,572
536,388,276,112,40,44,35,37,74,158,22,1229,410
537,676,482,194,70,77,60,64,130,275,0,2141,676
538,415,296,119,43,48,37,40,80,167,6,1316,421
539,562,400,162,58,64,50,54,108,228,0,1781,562
540,356,254,102,37,41,32,34,68,144,0,1128,356
541,521,379,142,50,52,51,43,107,218,0,1583,521
542,446,325,121,43,44,44,37,92,186,0,1357,446
543,474,345,129,46,47,47,39,97,198,0,1442,474
544,473,344,129,46,47,47,39,97,197,7,1439,480
545,1038,865,173,105,117,108,95,189,424,0,2389,1038
546,589,491,98,60,66,61,54,107,241,4,1357,593
547,961,768,193,109,106,94,85,196,371,0,2457,961
548,684,570,114,69,77,71,62,125,280,0,1574,684
549,923,780,143,105,110,104,91,175,338,0,2051,923
550,994,840,154,113,118,112,98,188,365,26,2208,1020
551,609,487,122,69,67,59,54,124,236,0,1556,609
552,2842,2687,155,286,219,329,236,603,1169,2,7264,2844
553,782,625,157,89,86,76,69,159,303,97,2000,879
554,503,367,136,51,61,47,51,89,204,0,1404,503
555,535,428,107,61,59,52,47,109,207,0,1369,535
556,509,371,138,51,62,48,52,90,206,0,1421,509
557,257,180,77,25,30,23,26,48,105,0,733,257
558,476,333,143,46,56,43,48,89,194,0,1359,476
559,423,296,127,41,50,38,42,79,173,0,1207,423
560,369,258,111,36,44,33,37,69,150,0,1053,369
561,315,228,87,25,39,24,34,58,135,10,871,325
562,899,666,233,77,107,86,94,157,378,11,2522,910
563,752,635,117,85,90,85,74,142,276,17,1671,769
564,486,354,132,49,59,46,49,86,197,0,1356,486
565,394,267,127,35,42,32,42,73,170,15,1303,409
566,614,415,199,55,66,49,65,114,265,10,2031,624
567,459,311,148,41,49,37,49,85,198,0,1519,459
568,557,377,180,50,60,45,59,104,239,0,1844,557
569,540,365,175,48,58,43,58,101,232,0,1788,540
570,539,365,174,48,58,43,57,100,233,0,1785,539
571,942,726,216,111,106,98,94,173,360,8,2603,950
572,859,662,197,102,97,90,85,158,327,0,2375,859
573,688,530,158,81,78,72,68,126,263,8,1903,696
574,822,633,189,97,93,86,82,151,313,29,2272,851
575,617,475,142,73,70,64,61,113,236,0,1706,617
576,465,358,107,55,52,48,46,85,179,11,1285,476
577,598,455,143,61,69,63,51,106,248,0,1827,598
578,734,558,176,75,85,78,62,131,303,198,2243,932
579,447,340,107,46,52,47,38,80,184,0,1365,447
580,534,406,128,55,62,57,45,95,220,0,1632,534
581,617,469,148,63,72,65,52,110,255,0,1885,617
582,467,355,112,48,54,50,39,83,193,0,1426,467
583,458,333,125,47,49,42,44,90,186,0,1450,458
584,495,360,135,51,53,45,47,98,201,0,1567,495
585,564,410,154,58,60,52,54,111,229,0,1785,564
586,729,530,199,75,78,67,70,144,295,19,2308,748
587,455,331,124,47,49,42,44,90,183,0,1440,455
588,493,359,134,51,53,45,47,97,200,19,1561,512
589,518,377,141,53,55,48,50,102,210,0,1640,518
590,1856,1400,456,186,209,167,199,338,757,0,4755,1856
591,410,309,101,41,46,37,44,75,167,0,1052,410
592,1838,1387,451,184,207,165,197,335,750,0,4708,1838
593,1074,810,264,108,121,97,115,196,437,0,2751,1074
594,609,447,162,58,69,64,50,127,241,0,1870,609
595,653,475,178,63,65,64,54,134,273,0,1985,653
596,361,323,38,38,40,37,34,70,142,4,656,365
597,0,0,0,0,0,0,0,0,0,0,0,0
598,335,227,108,30,36,27,36,62,144,0,1107,335
599,1406,1061,345,141,159,126,150,256,574,0,3601,1406
600,63,60,3,6,5,7,5,13,27,3014,160,3077
601,219,162,57,19,26,21,23,38,92,0,613,219
602,577,403,174,56,68,52,58,108,235,0,1647,577
603,648,598,50,125,107,81,67,102,166,0,1281,648
604,73,67,6,14,12,9,8,11,19,0,145,73
605,4644,4284,360,896,767,583,483,730,1185,0,9177,4644
606,30,28,2,6,5,4,3,5,7,0,60,30
607,439,402,37,156,79,68,26,58,52,67,750,506
608,143,131,12,51,26,22,8,19,17,23,244,166
609,128,117,11,46,23,20,7,17,15,13,218,141
610,833,813,20,249,187,94,102,92,109,9,1348,842
611,0,0,0,0,0,0,0,0,0,3,0,3
612,368,359,9,110,83,41,45,41,48,0,595,368
613,130,128,2,37,32,13,17,14,17,0,212,130
614,231,228,3,65,57,22,30,26,31,13,379,244
615,518,509,9,133,137,60,54,68,66,7,843,525
616,2360,1513,847,158,274,231,244,439,1014,0,7139,2360
617,691,517,174,57,59,66,72,121,316,0,1868,691
618,1577,976,601,105,150,127,171,320,704,181,5689,1758
619,1552,910,642,113,133,157,155,297,697,0,5142,1552
620,2460,1489,971,158,237,240,271,427,1127,8,7084,2468
621,11,7,4,1,0,2,1,3,4,0,36,11
622,3462,2671,791,280,327,352,382,630,1491,8,8562,3470
623,1348,854,494,104,125,113,150,262,594,0,4579,1348
624,1303,714,589,96,128,116,129,252,582,22,5075,1325
625,1965,1322,643,165,194,210,200,384,812,10,6493,1975
626,1342,782,560,81,134,129,118,279,601,25,5488,1367
627,590,382,208,40,68,56,56,112,258,0,1962,590
628,1714,981,733,112,188,165,159,360,730,10,6780,1724
629,685,366,319,56,68,70,72,137,282,19,2355,704
630,4557,2601,1956,344,394,444,484,846,2045,4,15065,4561
631,2019,1128,891,115,217,197,231,360,899,31,6654,2050
632,1660,1144,516,97,141,183,179,295,765,97,4253,1757
633,2271,1655,616,153,213,218,238,416,1033,45,5391,2316
634,1249,820,429,72,127,111,140,248,551,0,3573,1249
635,1487,904,583,91,175,135,158,284,644,0,4256,1487
636,2060,1328,732,155,205,217,211,387,885,0,5832,2060
637,1723,1028,695,110,167,142,186,350,768,24,6034,1747
638,1730,1080,650,121,152,154,167,352,784,298,5707,2028
639,332,236,96,21,32,28,38,63,150,0,928,332
640,908,625,283,49,93,69,84,193,420,0,2775,908
641,635,421,214,37,74,55,65,121,283,20,1945,655
642,546,400,146,41,58,56,60,101,230,3,1532,549
643,450,320,130,30,43,45,56,89,187,48,1240,498
644,1983,1060,923,101,218,185,206,374,899,38,7404,2021
645,11628,6485,5143,1884,2521,874,1086,1835,3428,1,43567,11629
646,2324,1289,1035,159,236,222,230,468,1009,149,7843,2473
647,3263,1275,1988,300,305,282,357,642,1377,0,13590,3263
648,982,697,285,74,96,96,107,176,433,0,2681,982
649,421,283,138,32,41,39,47,84,178,0,1258,421
650,380,256,124,29,37,35,43,76,160,1,1137,381
651,415,279,136,31,41,39,47,83,174,0,1240,415
652,1360,1122,238,111,109,130,136,282,592,0,2613,1360
653,930,551,379,78,98,81,89,191,393,106,3193,1036
654,2609,1019,1590,240,244,225,285,513,1102,0,10866,2609
655,1283,712,571,88,130,123,127,258,557,16,4328,1299
656,9733,6709,3024,664,1200,1012,1103,1805,3949,342,26887,10075
657,1085,602,483,74,110,104,107,219,471,16,3661,1101
658,1459,1037,422,97,138,145,183,290,606,382,4020,1841
659,528,313,215,44,55,46,50,108,225,50,1813,578
660,715,423,292,60,75,62,68,147,303,0,2455,715
661,982,624,358,80,95,83,104,194,426,25,3258,1007
662,821,318,503,59,94,77,86,162,343,0,3325,821
663,573,222,351,41,66,54,60,113,239,0,2322,573
664,4885,3683,1202,439,616,502,558,904,1866,22,12556,4907
665,427,329,98,29,53,47,41,82,175,0,1011,427
666,4436,2546,1890,321,570,472,476,839,1758,52,14480,4488
667,762,558,204,57,81,79,84,142,319,39,2139,801
668,449,319,130,30,43,45,56,89,186,0,1236,449
669,717,278,439,52,83,68,75,142,297,32,2904,749
670,3958,2113,1845,325,395,403,415,790,1630,106,13616,4064
671,1052,786,266,86,90,101,110,184,481,24,2843,1076
672,2051,1458,593,137,194,204,257,407,852,60,5653,2111
673,668,475,193,45,63,67,84,133,276,0,1841,668
674,3898,3006,892,265,487,431,370,748,1597,0,9227,3898
675,236,148,88,13,24,21,25,45,108,0,712,236
676,448,282,166,24,46,39,47,86,206,0,1354,448
677,405,255,150,22,41,35,42,78,187,17,1223,422
678,1385,888,497,93,161,136,143,258,594,0,4187,1385
679,659,361,298,49,65,59,65,128,293,0,2566,659
680,551,342,209,51,50,63,48,111,228,8,1598,559
681,456,283,173,42,41,52,40,92,189,0,1323,456
682,361,227,134,19,37,31,38,69,167,0,1092,361
683,796,374,422,63,83,73,86,159,332,0,3278,796
684,1365,642,723,109,143,124,147,272,570,0,5624,1365
685,377,206,171,28,37,34,37,73,168,0,1469,377
686,803,411,392,67,79,80,78,156,343,0,3234,803
687,890,455,435,75,87,89,87,172,380,0,3585,890
688,651,334,317,33,77,67,60,132,282,13,2598,664
689,553,284,269,28,65,57,51,112,240,3,2204,556
690,1212,623,589,61,143,124,111,246,527,135,4831,1347
691,576,296,280,29,68,59,53,117,250,9,2298,585
692,6823,4644,2179,623,764,733,799,1188,2716,6,18215,6829
693,1044,752,292,85,116,116,94,203,430,0,3062,1044
694,5486,2965,2521,410,622,584,580,1019,2271,10,19046,5496
695,803,522,281,55,84,77,84,147,356,0,2332,803
696,311,202,109,21,33,30,33,57,137,6,904,317
697,9646,5981,3665,885,867,1102,838,1950,4004,0,27994,9646
698,1457,947,510,100,153,141,153,266,644,12,4232,1469
699,893,668,225,73,76,85,93,156,410,11,2414,904
700,4632,2659,1973,335,595,492,497,876,1837,0,15118,4632
701,4203,2413,1790,304,540,447,451,795,1666,30,13719,4233
702,666,417,249,52,70,71,59,129,285,0,2456,666
703,1171,734,437,92,124,125,104,227,499,27,4317,1198
704,1026,643,383,81,108,110,91,199,437,95,3782,1121
705,11678,8768,2910,1049,1485,1265,1266,2075,4538,0,26924,11678
706,2134,1381,753,146,245,202,202,405,934,18,7103,2152
707,581,413,168,44,57,57,63,104,256,7,1588,588
708,5445,3753,1692,371,671,566,617,1010,2210,0,15042,5445
709,1477,1018,459,101,182,154,167,274,599,0,4079,1477
710,765,543,222,48,74,65,88,145,345,14,2138,779
711,234,166,68,15,23,20,27,44,105,21,654,255
712,345,229,116,20,40,30,35,65,155,0,1057,345
713,552,305,247,35,56,63,55,108,235,16,2071,568
714,442,244,198,28,45,50,44,87,188,5,1656,447
715,851,471,380,53,86,97,84,167,364,0,3189,851
716,738,531,207,60,82,82,66,143,305,0,2165,738
717,442,292,150,32,44,43,48,80,195,0,1266,442
718,1080,714,366,79,108,106,118,196,473,0,3091,1080
719,556,368,188,40,56,55,61,101,243,11,1593,567
720,781,560,221,63,95,84,70,151,318,0,2400,781
721,2300,1320,980,167,296,244,247,435,911,115,7506,2415
722,1030,557,473,77,117,110,109,191,426,17,3577,1047
723,857,463,394,64,97,91,91,159,355,0,2975,857
724,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,106,0,106
726,463,256,207,29,47,53,46,91,197,0,1737,463
727,6844,4907,1937,550,828,734,617,1325,2790,0,21020,6844
728,1172,758,414,91,110,121,119,248,483,63,3820,1235
729,1090,705,385,85,102,112,110,231,450,45,3556,1135
730,1663,1057,606,135,160,140,177,328,723,0,5518,1663
731,501,374,127,41,43,48,52,88,229,24,1355,525
732,237,168,69,18,23,23,26,42,105,16,648,253
733,408,290,118,31,40,40,44,73,180,15,1114,423
734,34299,25861,8438,3083,4322,3523,3920,6345,13106,0,88166,34299
735,2550,2104,446,207,205,244,255,528,1111,0,4902,2550
736,53,44,9,4,4,5,5,11,24,0,102,53
737,10574,5897,4677,1713,2292,795,988,1669,3117,13,39615,10587
738,522,376,146,53,59,46,52,107,205,0,1377,522
739,1280,883,397,94,124,133,114,274,541,10,3501,1290
740,1441,1080,361,141,137,172,108,297,586,0,3657,1441
741,260,181,79,29,27,24,24,53,103,0,734,260
742,813,425,388,74,89,87,99,130,334,157,2824,970
743,342,191,151,24,50,33,30,72,133,40,1138,382
744,1928,1645,283,246,230,223,165,361,703,0,3872,1928
745,1225,851,374,118,138,121,108,258,482,0,3060,1225
746,1292,864,428,104,144,158,106,266,514,0,3600,1292
747,5619,4101,1518,573,640,607,454,1149,2196,0,13620,5619
748,790,406,384,61,99,90,58,159,323,3,2548,793
749,1368,823,545,103,184,135,102,282,562,111,3992,1479
750,2713,1836,877,183,359,287,345,479,1060,0,7815,2713
751,3475,2792,683,277,479,367,475,533,1344,0,8060,3475
752,409,250,159,26,39,44,42,80,178,0,1287,409
753,1461,838,623,103,156,167,130,257,648,0,4666,1461
754,626,409,217,36,88,61,71,108,262,6,1819,632
755,876,457,419,78,105,92,96,182,323,255,2505,1131
756,377,147,230,33,47,26,27,84,160,52,1449,429
757,1556,866,690,112,174,175,121,298,676,8,4497,1564
758,1423,907,516,110,175,190,123,290,535,0,4229,1423
759,1613,1082,531,138,197,159,124,352,643,22,4420,1635
760,2480,1509,971,203,221,264,210,513,1069,20,6979,2500
761,1804,857,947,169,158,169,115,423,770,31,6130,1835
762,2212,1132,1080,107,194,208,244,486,973,168,6485,2380
763,3738,2217,1521,352,412,393,334,754,1493,112,10789,3850
764,4378,2902,1476,374,623,447,584,688,1662,22,11471,4400
765,418,276,142,25,42,43,41,86,181,0,1163,418
766,335,221,114,20,34,34,33,69,145,0,933,335
767,273,180,93,16,27,28,27,56,119,0,761,273
768,1658,1385,273,137,155,164,175,313,714,225,3775,1883
769,957,799,158,79,89,95,101,181,412,23,2178,980
770,544,390,154,41,50,55,58,104,236,46,1396,590
771,2280,1631,649,161,305,210,272,420,912,11,6017,2291
772,1050,751,299,74,141,97,125,193,420,34,2771,1084
773,1042,745,297,74,140,96,125,192,415,0,2749,1042
774,750,626,124,62,70,74,79,142,323,7,1708,757
775,934,722,212,70,98,85,108,185,388,0,2336,934
776,597,315,282,38,70,59,77,107,246,12,2026,609
777,422,222,200,27,50,42,55,76,172,0,1431,422
778,294,155,139,19,34,29,38,53,121,8,995,302
779,471,195,276,40,54,47,69,69,192,0,1841,471
780,719,297,422,61,83,72,105,105,293,130,2812,849
781,710,293,417,60,82,71,104,104,289,35,2777,745
782,619,443,176,44,83,57,74,114,247,566,1634,1185
783,453,187,266,39,52,45,66,66,185,0,1771,453
784,1304,1058,246,137,152,133,144,244,494,230,2947,1534
785,1144,928,216,120,133,117,126,214,434,21,2585,1165
786,680,447,233,74,80,78,56,143,249,0,1896,680
787,1223,992,231,129,143,125,135,229,462,0,2764,1223
788,410,286,124,46,42,38,38,83,163,0,1157,410
789,454,317,137,50,46,42,42,92,182,0,1282,454
790,628,457,171,54,73,58,80,103,260,0,1622,628
791,945,687,258,82,111,88,120,155,389,0,2437,945
792,322,197,125,20,30,34,33,63,142,0,1014,322
793,1520,1175,345,115,160,139,176,301,629,18,3800,1538
794,2053,1289,764,200,224,221,178,419,811,70,5903,2123
795,1073,751,322,114,124,98,83,230,424,111,2706,1184
796,1488,1042,446,159,171,135,115,319,589,0,3751,1488
797,728,466,262,72,82,64,74,145,291,26,2058,754
798,883,633,250,67,80,90,95,168,383,37,2266,920
799,1016,728,288,77,93,103,109,194,440,1,2605,1017
800,433,310,123,33,39,44,47,83,187,8,1111,441
801,784,538,246,58,76,85,81,152,332,0,1984,784
802,383,263,120,28,37,41,39,74,164,0,968,383
803,999,685,314,74,97,108,103,194,423,0,2526,999
804,1726,1184,542,127,168,186,178,335,732,0,4366,1726
805,423,290,133,31,41,46,44,82,179,0,1070,423
806,610,391,219,61,69,53,62,122,243,57,1723,667
807,599,433,166,75,63,57,48,123,233,79,1483,678
808,1318,952,366,164,138,126,105,270,515,131,3259,1449
809,335,242,93,42,35,32,27,69,130,51,828,386
810,6436,4450,1986,728,786,643,583,1219,2477,8,16331,6444
811,2871,2473,398,227,279,335,289,521,1220,1,5620,2872
812,1891,1629,262,150,184,221,190,343,803,12,3702,1903
813,1305,1124,181,103,127,152,131,237,555,0,2554,1305
814,578,323,255,41,84,56,51,121,225,93,1929,671
815,324,169,155,29,36,35,40,52,132,24,1126,348
816,359,140,219,31,45,24,26,80,153,68,1379,427
817,740,485,255,78,93,75,49,167,278,0,2057,740
818,1390,912,478,146,174,141,93,314,522,0,3867,1390
819,661,413,248,51,88,68,59,127,268,23,1947,684
820,588,367,221,45,78,60,52,113,240,28,1731,616
821,323,202,121,25,43,33,29,62,131,38,952,361
822,325,203,122,25,43,33,29,62,133,0,959,325
823,1530,1134,396,156,173,188,134,297,582,0,3633,1530
824,343,210,133,21,32,37,35,67,151,0,1078,343
825,476,273,203,33,51,54,42,84,212,0,1519,476
826,1133,1002,131,110,120,120,132,212,439,0,2215,1133
827,908,555,353,57,86,97,93,177,398,0,2857,908
828,1054,758,296,107,118,93,105,215,416,0,2780,1054
829,746,660,86,73,79,79,87,139,289,0,1460,746
830,638,564,74,62,67,68,75,119,247,5,1247,643
831,857,758,99,83,90,91,100,160,333,54,1677,911
832,250,163,87,15,35,25,28,43,104,0,728,250
833,467,305,162,27,65,46,53,81,195,0,1358,467
834,673,443,230,73,79,77,55,141,248,20,1874,693
835,3912,2574,1338,426,461,447,322,821,1435,0,10898,3912
836,226,176,50,18,30,22,28,40,88,0,509,226
837,2258,1611,647,178,285,190,280,386,939,172,6005,2430
838,1659,1168,491,146,165,169,141,356,682,38,4926,1697
839,380,286,94,35,44,36,46,66,153,0,910,380
840,1585,841,744,138,195,150,149,339,614,22,5999,1607
841,2127,942,1185,198,306,241,166,450,766,129,9133,2256
842,1457,929,528,98,195,135,199,266,564,0,4188,1457
843,660,487,173,47,84,60,72,102,295,0,1799,660
844,1805,1252,553,109,298,160,227,302,709,35,5147,1840
845,2657,1710,947,165,346,246,331,491,1078,0,7167,2657
846,460,162,298,40,59,49,42,92,178,0,1972,460
847,1665,901,764,130,217,137,242,297,642,0,5354,1665
848,1076,709,367,74,142,103,149,191,417,39,3238,1115
849,827,529,298,54,116,89,77,172,319,87,2408,914
850,2232,492,1740,242,263,274,141,527,785,104,12141,2336
851,1795,445,1350,197,180,213,140,440,625,27,9205,1822
852,1896,1179,717,176,184,197,190,391,758,200,4939,2096
853,1097,822,275,101,132,120,102,212,430,0,2899,1097
854,1196,785,411,99,136,115,101,247,498,10,3649,1206
855,2018,1516,502,207,224,209,169,412,797,11,5445,2029
856,9335,8032,1303,1548,1436,964,852,1611,2924,8,22671,9343
857,2751,2043,708,207,261,255,247,603,1178,69,7478,2820
858,1268,900,368,88,111,119,121,263,566,0,3635,1268
859,1262,919,343,105,131,123,101,243,559,0,3605,1262
860,3121,2123,998,292,405,358,391,488,1187,41,8661,3162
861,2349,1581,768,183,326,245,325,398,872,43,6396,2392
862,3962,2824,1138,290,546,392,513,711,1510,105,11146,4067
863,2013,1528,485,197,239,178,170,410,819,27,5289,2040
864,789,538,251,76,91,78,73,151,320,0,2394,789
865,4683,1456,3227,623,887,551,329,966,1327,15,21790,4698
866,6853,2457,4396,620,993,842,508,1455,2435,77,30113,6930
867,3436,1784,1652,281,441,362,355,709,1288,36,10837,3472
868,2591,2256,335,291,350,294,257,472,927,57,5658,2648
869,224,153,71,22,26,22,21,43,90,539,679,763
870,495,338,157,48,57,49,46,95,200,0,1502,495
871,1196,665,531,81,183,117,160,204,451,0,3387,1196
872,447,298,149,28,63,43,60,82,171,0,1323,447
873,301,209,92,26,31,30,25,60,129,0,911,301
874,322,224,98,27,33,32,27,64,139,0,975,322
875,553,384,169,47,57,55,47,110,237,0,1677,553
876,1108,668,440,76,161,106,135,189,441,35,3385,1143
877,1009,630,379,59,126,87,130,182,425,0,2989,1009
878,771,481,290,45,96,66,100,139,325,3,2281,774
879,348,235,113,30,39,35,33,75,136,0,1053,348
880,721,561,160,58,95,71,91,128,278,0,1625,721
881,1989,1547,442,159,263,197,250,353,767,19,4481,2008
882,1507,1172,335,121,199,149,189,268,581,16,3396,1523
883,677,507,170,62,82,74,63,131,265,0,1788,677
884,165,97,68,13,19,15,12,37,69,758,534,923
885,357,210,147,28,40,31,27,81,150,0,1160,357
886,1140,858,282,105,132,109,139,197,458,0,2733,1140
887,401,302,99,37,47,38,49,69,161,25,961,426
888,3879,3378,501,436,524,439,384,706,1390,2,8470,3881
889,463,313,150,39,51,46,45,99,183,3,1397,466
890,1310,1184,126,157,143,140,136,244,490,0,2651,1310
891,1312,1186,126,157,144,141,137,245,488,0,2656,1312
892,1581,1429,152,189,173,169,165,295,590,160,3201,1741
893,1037,449,588,86,185,85,162,180,339,46,3757,1083
894,379,164,215,31,68,31,59,66,124,0,1373,379
895,16092,13380,2712,1926,2852,1777,1672,2840,5025,346,33382,16438
896,1176,855,321,103,157,114,105,252,445,0,3719,1176
897,508,179,329,44,65,54,46,101,198,0,2175,508
898,1554,1209,345,124,205,154,195,276,600,36,3501,1590
899,862,373,489,72,154,71,134,150,281,0,3122,862
900,398,306,92,82,142,49,37,46,42,125,992,523
901,273,210,63,56,97,33,26,31,30,0,678,273
902,567,315,252,38,87,55,76,97,214,13,1605,580
903,1255,884,371,90,152,108,142,229,534,0,3300,1255
904,669,445,224,43,94,65,89,123,255,8,1984,677
905,497,383,114,46,77,49,61,79,185,36,1213,533
906,1309,1009,300,122,202,128,161,208,488,12,3196,1321
907,602,464,138,56,93,59,74,96,224,9,1469,611
908,1011,586,425,71,184,96,142,171,347,0,3070,1011
909,667,235,432,58,85,72,60,133,259,340,2856,1007
910,785,300,485,66,136,81,109,131,262,2,3049,787
911,595,354,241,47,87,57,86,107,211,0,1875,595
912,1105,962,143,124,149,125,109,201,397,0,2412,1105
913,860,777,83,103,94,92,90,160,321,0,1741,860
914,650,248,402,55,112,67,91,108,217,37,2528,687
915,520,310,210,41,76,50,75,93,185,0,1640,520
916,761,453,308,61,112,73,110,136,269,38,2399,799
917,670,399,271,53,98,64,97,120,238,39,2113,709
918,2115,1549,566,172,322,210,223,385,803,0,5498,2115
919,661,484,177,54,101,66,70,120,250,0,1720,661
920,738,538,200,62,98,61,77,127,313,0,2044,738
921,5988,4111,1877,534,762,624,583,1115,2370,144,16595,6132
922,2172,1258,914,155,272,244,184,420,897,209,6723,2381
923,1584,940,644,131,188,162,140,320,643,1,4950,1585
924,2687,2020,667,224,293,305,256,527,1082,0,7083,2687
925,761,491,270,57,123,79,80,140,282,0,2222,761
926,3531,2205,1326,319,493,458,290,713,1258,0,9859,3531
927,570,398,172,52,75,59,50,107,227,0,1529,570
928,1050,637,413,82,125,113,88,206,436,0,3251,1050
929,10,7,3,3,2,1,1,1,2,3539,20,3549
930,2119,1298,821,159,229,202,177,407,945,13,6432,2132
931,648,555,93,74,102,74,59,121,218,24,1410,672
932,1037,750,287,86,141,115,98,215,382,28,2770,1065
933,1298,792,506,87,160,151,116,251,533,13,3933,1311
934,1104,709,395,81,123,131,101,204,464,0,3263,1104
935,1705,1219,486,158,184,176,169,343,675,0,4540,1705
936,1740,1083,657,129,219,191,157,344,700,10,5101,1750
937,1249,753,496,99,170,121,104,253,502,0,3602,1249
938,947,595,352,88,99,110,79,190,381,0,2913,947
939,0,0,0,0,0,0,0,0,0,0,0,0
940,1297,947,350,126,199,128,140,268,436,367,3165,1664
941,3129,2142,987,225,317,326,273,589,1399,304,8843,3433
942,2308,1662,646,220,399,266,203,424,796,10,6112,2318
943,1113,763,350,102,211,107,96,209,388,0,2844,1113
944,1034,693,341,85,173,105,111,188,372,0,2754,1034
945,4812,3863,949,402,813,510,506,911,1670,38,10530,4850
946,2129,1631,498,191,308,220,176,457,777,0,4951,2129
947,711,570,141,71,118,70,76,132,244,0,1541,711
948,4050,2601,1449,398,741,414,357,808,1332,20,10668,4070
949,785,629,156,78,130,78,84,145,270,0,1701,785
950,1607,1032,575,158,294,164,142,320,529,0,4234,1607
951,1172,939,233,117,194,116,125,217,403,0,2539,1172
952,7251,6547,704,761,1062,792,622,1444,2570,296,14253,7547
953,0,0,0,0,0,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0,0,0,0,0
955,21966,14746,7220,5656,4587,2306,2388,2976,4053,24,42360,21990
956,1853,1166,687,130,274,209,127,359,754,7,5458,1860
957,3127,2823,304,328,458,341,268,623,1109,26,6148,3153
958,574,359,215,52,80,75,47,116,204,0,1603,574
959,2618,1942,676,251,404,295,198,545,925,0,6391,2618
960,697,613,84,111,137,80,88,130,151,3634,1028,4331
961,641,440,201,58,122,62,56,120,223,0,1639,641
962,1015,664,351,91,126,112,94,208,384,0,2854,1015
963,824,575,249,77,87,87,87,161,325,7,2308,831
964,2137,1577,560,194,347,241,204,389,762,0,5599,2137
965,2528,1865,663,230,411,285,241,460,901,0,6622,2528
966,1513,1116,397,138,246,171,144,275,539,14,3964,1527
967,806,501,305,60,102,89,73,159,323,0,2361,806
968,844,611,233,65,120,81,107,156,315,0,2301,844
969,1711,1099,612,168,313,175,151,341,563,0,4508,1711
970,966,699,267,80,132,107,91,200,356,0,2578,966
971,2381,1744,637,194,363,236,251,433,904,6,6190,2387
972,315,241,74,28,46,33,26,68,114,0,732,315
973,1489,1141,348,134,215,154,123,320,543,0,3462,1489
974,1010,677,333,83,169,103,108,183,364,0,2691,1010
975,385,309,76,32,65,41,40,73,134,0,842,385
976,1652,1061,591,162,302,169,146,329,544,0,4353,1652
977,3208,2149,1059,263,537,326,345,582,1155,36,8546,3244
978,198,170,28,23,31,23,18,37,66,0,431,198
