geography,id,name,value,source,control_size
TAZ,17,hh_inc_150_plus,0,Difference,156
TAZ,17,hh_gq,0,Difference,0
TAZ,17,hh_child,0,Difference,1377
TAZ,17,hh_no_child,0,Difference,32
TAZ,18,num_hh,1332,Control,1332
TAZ,18,hh_inc_25,472,Control,472
TAZ,18,hh_inc_25_50,131,Control,131
TAZ,18,hh_inc_50_75,103,Control,103
TAZ,18,hh_inc_75_100,54,Control,54
TAZ,18,hh_inc_100_150,105,Control,105
TAZ,18,hh_inc_150_plus,114,Control,114
TAZ,18,hh_gq,353,Control,353
TAZ,18,hh_child,883,Control,883
TAZ,18,hh_no_child,96,Control,96
TAZ,18,num_hh,1332,Result,1332
TAZ,18,hh_inc_25,472,Result,472
TAZ,18,hh_inc_25_50,131,Result,131
TAZ,18,hh_inc_50_75,103,Result,103
TAZ,18,hh_inc_75_100,54,Result,54
TAZ,18,hh_inc_100_150,105,Result,105
TAZ,18,hh_inc_150_plus,114,Result,114
TAZ,18,hh_gq,353,Result,353
TAZ,18,hh_child,883,Result,883
TAZ,18,hh_no_child,96,Result,96
TAZ,18,num_hh,0,Difference,1332
TAZ,18,hh_inc_25,0,Difference,472
TAZ,18,hh_inc_25_50,0,Difference,131
TAZ,18,hh_inc_50_75,0,Difference,103
TAZ,18,hh_inc_75_100,0,Difference,54
TAZ,18,hh_inc_100_150,0,Difference,105
TAZ,18,hh_inc_150_plus,0,Difference,114
TAZ,18,hh_gq,0,Difference,353
TAZ,18,hh_child,0,Difference,883
TAZ,18,hh_no_child,0,Difference,96
TAZ,19,num_hh,1222,Control,1222
TAZ,19,hh_inc_25,492,Control,492
TAZ,19,hh_inc_25_50,136,Control,136
TAZ,19,hh_inc_50_75,107,Control,107
TAZ,19,hh_inc_75_100,56,Control,56
TAZ,19,hh_inc_100_150,110,Control,110
TAZ,19,hh_inc_150_plus,119,Control,119
TAZ,19,hh_gq,202,Control,202
TAZ,19,hh_child,920,Control,920
TAZ,19,hh_no_child,100,Control,100
TAZ,19,num_hh,1222,Result,1222
TAZ,19,hh_inc_25,492,Result,492
TAZ,19,hh_inc_25_50,136,Result,136
TAZ,19,hh_inc_50_75,107,Result,107
TAZ,19,hh_inc_75_100,56,Result,56
TAZ,19,hh_inc_100_150,110,Result,110
TAZ,19,hh_inc_150_plus,119,Result,119
TAZ,19,hh_gq,202,Result,202
TAZ,19,hh_child,920,Result,920
TAZ,19,hh_no_child,100,Result,100
TAZ,19,num_hh,0,Difference,1222
TAZ,19,hh_inc_25,0,Difference,492
TAZ,19,hh_inc_25_50,0,Difference,136
TAZ,19,hh_inc_50_75,0,Difference,107
TAZ,19,hh_inc_75_100,0,Difference,56
TAZ,19,hh_inc_100_150,0,Difference,110
TAZ,19,hh_inc_150_plus,0,Difference,119
TAZ,19,hh_gq,0,Difference,202
TAZ,19,hh_child,0,Difference,920
TAZ,19,hh_no_child,0,Difference,100
TAZ,20,num_hh,893,Control,893
TAZ,20,hh_inc_25,303,Control,303
TAZ,20,hh_inc_25_50,143,Control,143
TAZ,20,hh_inc_50_75,80,Control,80
TAZ,20,hh_inc_75_100,57,Control,57
TAZ,20,hh_inc_100_150,83,Control,83
TAZ,20,hh_inc_150_plus,109,Control,109
TAZ,20,hh_gq,118,Control,118
TAZ,20,hh_child,707,Control,707
TAZ,20,hh_no_child,68,Control,68
TAZ,20,num_hh,893,Result,893
TAZ,20,hh_inc_25,303,Result,303
TAZ,20,hh_inc_25_50,143,Result,143
TAZ,20,hh_inc_50_75,80,Result,80
TAZ,20,hh_inc_75_100,57,Result,57
TAZ,20,hh_inc_100_150,83,Result,83
TAZ,20,hh_inc_150_plus,109,Result,109
TAZ,20,hh_gq,118,Result,118
TAZ,20,hh_child,707,Result,707
TAZ,20,hh_no_child,68,Result,68
TAZ,20,num_hh,0,Difference,893
TAZ,20,hh_inc_25,0,Difference,303
TAZ,20,hh_inc_25_50,0,Difference,143
TAZ,20,hh_inc_50_75,0,Difference,80
TAZ,20,hh_inc_75_100,0,Difference,57
TAZ,20,hh_inc_100_150,0,Difference,83
TAZ,20,hh_inc_150_plus,0,Difference,109
TAZ,20,hh_gq,0,Difference,118
TAZ,20,hh_child,0,Difference,707
TAZ,20,hh_no_child,0,Difference,68
TAZ,21,num_hh,1935,Control,1935
TAZ,21,hh_inc_25,420,Control,420
TAZ,21,hh_inc_25_50,388,Control,388
TAZ,21,hh_inc_50_75,202,Control,202
TAZ,21,hh_inc_75_100,150,Control,150
TAZ,21,hh_inc_100_150,240,Control,240
TAZ,21,hh_inc_150_plus,344,Control,344
TAZ,21,hh_gq,191,Control,191
TAZ,21,hh_child,1712,Control,1712
TAZ,21,hh_no_child,32,Control,32
TAZ,21,num_hh,1935,Result,1935
